"scenario","type","year","energy"
"rcp6","heavy.truck.domestic.H2","2025",31.36384317
"rcp6","heavy.truck.domestic.H2","2030",34.39639494
"rcp6","heavy.truck.domestic.H2","2035",36.92384205
"rcp6","heavy.truck.domestic.H2","2040",38.88472365
"rcp6","heavy.truck.domestic.H2","2045",40.73972513
"rcp6","heavy.truck.domestic.H2","2050",42.40099992
"rcp6","train.freight.domestic.fuel","2011",189.0130278
"rcp6","train.freight.domestic.fuel","2015",205.314272
"rcp6","train.freight.domestic.fuel","2020",246.1536541
"rcp6","train.freight.domestic.fuel","2025",277.6701106
"rcp6","train.freight.domestic.fuel","2030",294.4764843
"rcp6","train.freight.domestic.fuel","2035",300.7281335
"rcp6","train.freight.domestic.fuel","2040",299.3318757
"rcp6","train.freight.domestic.fuel","2045",292.5203742
"rcp6","train.freight.domestic.fuel","2050",284.1512404
"rcp6","train.freight.domestic.elec","2011",295.6357614
"rcp6","train.freight.domestic.elec","2015",333.8949272
"rcp6","train.freight.domestic.elec","2020",398.079378
"rcp6","train.freight.domestic.elec","2025",446.5482919
"rcp6","train.freight.domestic.elec","2030",470.9436834
"rcp6","train.freight.domestic.elec","2035",478.271586
"rcp6","train.freight.domestic.elec","2040",473.4114062
"rcp6","train.freight.domestic.elec","2045",460.0765738
"rcp6","train.freight.domestic.elec","2050",444.4416838
"rcp6","ship.freight.domestic.fuel","2011",110.3646731
"rcp6","ship.freight.domestic.fuel","2015",117.3057368
"rcp6","ship.freight.domestic.fuel","2020",135.3787345
"rcp6","ship.freight.domestic.fuel","2025",146.4805398
"rcp6","ship.freight.domestic.fuel","2030",148.3942448
"rcp6","ship.freight.domestic.fuel","2035",144.0618686
"rcp6","ship.freight.domestic.fuel","2040",135.5280202
"rcp6","ship.freight.domestic.fuel","2045",124.3110046
"rcp6","ship.freight.domestic.fuel","2050",112.376536
"rcp6","ship.freight.domestic.H2","2011",0
"rcp6","ship.freight.domestic.H2","2015",2.456664646
"rcp6","ship.freight.domestic.H2","2020",2.824819903
"rcp6","ship.freight.domestic.H2","2025",3.04528792
"rcp6","ship.freight.domestic.H2","2030",3.073746041
"rcp6","ship.freight.domestic.H2","2035",2.973012991
"rcp6","ship.freight.domestic.H2","2040",2.786557424
"rcp6","ship.freight.domestic.H2","2045",2.546442528
"rcp6","ship.freight.domestic.H2","2050",2.293398694
"rcp6","heavy.truck.international.ICE.liquid","2011",1602.196776
"rcp6","heavy.truck.international.ICE.liquid","2015",1813.880446
"rcp6","heavy.truck.international.ICE.liquid","2020",2199.506215
"rcp6","heavy.truck.international.ICE.liquid","2025",2509.791529
"rcp6","heavy.truck.international.ICE.liquid","2030",2793.457384
"rcp6","heavy.truck.international.ICE.liquid","2035",2887.028021
"rcp6","heavy.truck.international.ICE.liquid","2040",2909.065556
"rcp6","heavy.truck.international.ICE.liquid","2045",2893.402759
"rcp6","heavy.truck.international.ICE.liquid","2050",2847.674702
"rcp6","heavy.truck.international.ICE.gas","2011",1.22533e-06
"rcp6","heavy.truck.international.ICE.gas","2015",19.09375596
"rcp6","heavy.truck.international.ICE.gas","2020",38.08118295
"rcp6","heavy.truck.international.ICE.gas","2025",60.94566892
"rcp6","heavy.truck.international.ICE.gas","2030",87.83432889
"rcp6","heavy.truck.international.ICE.gas","2035",112.0182459
"rcp6","heavy.truck.international.ICE.gas","2040",134.8773168
"rcp6","heavy.truck.international.ICE.gas","2045",156.658945
"rcp6","heavy.truck.international.ICE.gas","2050",176.974134
"rcp6","heavy.truck.international.PH","2011",0
"rcp6","heavy.truck.international.PH","2015",17.06313954
"rcp6","heavy.truck.international.PH","2020",34.03125926
"rcp6","heavy.truck.international.PH","2025",54.46411398
"rcp6","heavy.truck.international.PH","2030",78.49317306
"rcp6","heavy.truck.international.PH","2035",100.1051379
"rcp6","heavy.truck.international.PH","2040",120.5331537
"rcp6","heavy.truck.international.PH","2045",139.9983125
"rcp6","heavy.truck.international.PH","2050",158.1529874
"rcp6","heavy.truck.international.EV","2011",0.009739317
"rcp6","heavy.truck.international.EV","2015",0.010680047
"rcp6","heavy.truck.international.EV","2020",0.011367304
"rcp6","heavy.truck.international.EV","2025",0.01118814
"rcp6","heavy.truck.international.EV","2030",0.010344426
"rcp6","heavy.truck.international.EV","2035",0.008356694
"rcp6","heavy.truck.international.EV","2040",0.005869366
"rcp6","heavy.truck.international.EV","2045",0.003052442
"rcp6","heavy.truck.international.EV","2050",0
"rcp6","heavy.truck.international.H2","2011",0
"rcp6","heavy.truck.international.H2","2015",7.868633654
"rcp6","heavy.truck.international.H2","2020",9.633602416
"rcp6","heavy.truck.international.H2","2025",11.10056226
"rcp6","heavy.truck.international.H2","2030",12.47860843
"rcp6","heavy.truck.international.H2","2035",13.0276769
"rcp6","heavy.truck.international.H2","2040",13.26290513
"rcp6","heavy.truck.international.H2","2045",13.33038904
"rcp6","heavy.truck.international.H2","2050",13.26035326
"rcp6","train.freight.international.fuel","2011",15.90153845
"rcp6","train.freight.international.fuel","2015",17.45050846
"rcp6","train.freight.international.fuel","2020",20.51009551
"rcp6","train.freight.international.fuel","2025",22.64568022
"rcp6","train.freight.international.fuel","2030",24.34147433
"rcp6","train.freight.international.fuel","2035",24.24029907
"rcp6","train.freight.international.fuel","2040",23.47471256
"rcp6","train.freight.international.fuel","2045",22.37278142
"rcp6","train.freight.international.fuel","2050",21.02637885
"rcp6","train.freight.international.elec","2011",24.87163706
"rcp6","train.freight.international.elec","2015",28.37910972
"rcp6","train.freight.international.elec","2020",33.16890051
"rcp6","train.freight.international.elec","2025",36.41871932
"rcp6","train.freight.international.elec","2030",38.92828186
"rcp6","train.freight.international.elec","2035",38.55125274
"rcp6","train.freight.international.elec","2040",37.12667305
"rcp6","train.freight.international.elec","2045",35.1879511
"rcp6","train.freight.international.elec","2050",32.88741308
"rcp6","ship.freight.international.fuel","2011",2528.144454
"rcp6","ship.freight.international.fuel","2015",2940.332351
"rcp6","ship.freight.international.fuel","2020",3613.607752
"rcp6","ship.freight.international.fuel","2025",4181.713957
"rcp6","ship.freight.international.fuel","2030",4723.091543
"rcp6","ship.freight.international.fuel","2035",4956.376477
"rcp6","ship.freight.international.fuel","2040",5074.020321
"rcp6","ship.freight.international.fuel","2045",5130.326774
"rcp6","ship.freight.international.fuel","2050",5135.84711
"rcp6","ship.freight.international.H2","2011",0
"rcp6","ship.freight.international.H2","2015",0
"rcp6","ship.freight.international.H2","2020",0
"rcp6","ship.freight.international.H2","2025",0
"rcp6","ship.freight.international.H2","2030",0
"rcp6","ship.freight.international.H2","2035",0
"rcp6","ship.freight.international.H2","2040",0
"rcp6","ship.freight.international.H2","2045",0
"rcp6","ship.freight.international.H2","2050",0
