"scenario","type","year","occupancy","passenger.km","vehicle.km","TWh.vehicle.km","vehicle.km.vehicle","vehicles"
"iea2","car.passenger.rural.ICE.liquid","2040",1.76,1.02e+13,5.81e+12,4.63e-10,14100,4.11e+08
"iea2","car.passenger.rural.ICE.liquid","2045",1.75,1.03e+13,5.88e+12,4.28e-10,14000,4.21e+08
"iea2","car.passenger.rural.ICE.liquid","2050",1.75,1.04e+13,5.94e+12,3.97e-10,13800,4.3e+08
"iea2","car.passenger.rural.ICE.gas","2011",1.8,8.16e+10,4.53e+10,7.63e-10,15000,3020000
"iea2","car.passenger.rural.ICE.gas","2015",1.8,1.09e+11,6.06e+10,7.07e-10,15000,4040000
"iea2","car.passenger.rural.ICE.gas","2020",1.79,1.39e+11,7.73e+10,6.49e-10,14800,5210000
"iea2","car.passenger.rural.ICE.gas","2025",1.78,1.7e+11,9.53e+10,5.94e-10,14700,6500000
"iea2","car.passenger.rural.ICE.gas","2030",1.78,2.04e+11,1.15e+11,5.45e-10,14500,7940000
"iea2","car.passenger.rural.ICE.gas","2035",1.77,2.42e+11,1.37e+11,5.02e-10,14300,9540000
"iea2","car.passenger.rural.ICE.gas","2040",1.76,2.82e+11,1.6e+11,4.63e-10,14100,11300000
"iea2","car.passenger.rural.ICE.gas","2045",1.75,3.22e+11,1.84e+11,4.28e-10,14000,13200000
"iea2","car.passenger.rural.ICE.gas","2050",1.75,3.64e+11,2.08e+11,3.97e-10,13800,15100000
"iea2","car.passenger.rural.PH","2011",1.8,241000,134000,5.77e-10,15000,8.93
"iea2","car.passenger.rural.PH","2015",1.8,9.57e+10,5.32e+10,5.35e-10,15000,3540000
"iea2","car.passenger.rural.PH","2020",1.79,2.14e+11,1.19e+11,4.91e-10,14800,8050000
"iea2","car.passenger.rural.PH","2025",1.78,3.44e+11,1.93e+11,4.49e-10,14700,13100000
"iea2","car.passenger.rural.PH","2030",1.78,4.86e+11,2.73e+11,4.12e-10,14500,18900000
"iea2","car.passenger.rural.PH","2035",1.77,6.42e+11,3.63e+11,3.8e-10,14300,25400000
"iea2","car.passenger.rural.PH","2040",1.76,8.13e+11,4.62e+11,3.5e-10,14100,32600000
"iea2","car.passenger.rural.PH","2045",1.75,9.87e+11,5.63e+11,3.24e-10,14000,40300000
"iea2","car.passenger.rural.PH","2050",1.75,1.17e+12,6.7e+11,3e-10,13800,48500000
"iea2","car.passenger.rural.EV","2011",1.8,1.85e+10,1.03e+10,2.12e-10,15000,685000
"iea2","car.passenger.rural.EV","2015",1.8,1.14e+11,6.33e+10,2.04e-10,15000,4220000
"iea2","car.passenger.rural.EV","2020",1.79,2.22e+11,1.24e+11,1.95e-10,14800,8360000
"iea2","car.passenger.rural.EV","2025",1.78,3.4e+11,1.91e+11,1.89e-10,14700,1.3e+07
"iea2","car.passenger.rural.EV","2030",1.78,4.7e+11,2.65e+11,1.84e-10,14500,18300000
"iea2","car.passenger.rural.EV","2035",1.77,6.12e+11,3.46e+11,1.8e-10,14300,24200000
"iea2","car.passenger.rural.EV","2040",1.76,7.68e+11,4.36e+11,1.76e-10,14100,30800000
"iea2","car.passenger.rural.EV","2045",1.75,9.26e+11,5.28e+11,1.72e-10,14000,37800000
"iea2","car.passenger.rural.EV","2050",1.75,1.09e+12,6.25e+11,1.7e-10,13800,45300000
"iea2","car.passenger.rural.H2","2011",1.8,0,0,4.19e-10,15000,0
"iea2","car.passenger.rural.H2","2015",1.8,0,0,4.05e-10,15000,0
"iea2","car.passenger.rural.H2","2020",1.79,0,0,3.87e-10,14800,0
"iea2","car.passenger.rural.H2","2025",1.78,0,0,3.74e-10,14700,0
"iea2","car.passenger.rural.H2","2030",1.78,0,0,3.64e-10,14500,0
"iea2","car.passenger.rural.H2","2035",1.77,0,0,3.56e-10,14300,0
"iea2","car.passenger.rural.H2","2040",1.76,0,0,3.48e-10,14100,0
"iea2","car.passenger.rural.H2","2045",1.75,0,0,3.4e-10,14000,0
"iea2","car.passenger.rural.H2","2050",1.75,0,0,3.37e-10,13800,0
"iea2","bus.passenger.rural.ICE.liquid","2011",27.3,2.02e+12,7.41e+10,2.85e-09,30000,2470000
"iea2","bus.passenger.rural.ICE.liquid","2015",27,2.15e+12,7.93e+10,2.65e-09,30000,2640000
"iea2","bus.passenger.rural.ICE.liquid","2020",26.7,2.55e+12,9.54e+10,2.43e-09,30000,3180000
"iea2","bus.passenger.rural.ICE.liquid","2025",26.4,2.92e+12,1.11e+11,2.22e-09,30000,3690000
"iea2","bus.passenger.rural.ICE.liquid","2030",26.1,3.3e+12,1.27e+11,2.04e-09,30000,4230000
"iea2","bus.passenger.rural.ICE.liquid","2035",25.7,3.68e+12,1.43e+11,1.88e-09,30000,4770000
"iea2","bus.passenger.rural.ICE.liquid","2040",25.4,4.05e+12,1.59e+11,1.73e-09,30000,5310000
"iea2","bus.passenger.rural.ICE.liquid","2045",25.1,4.33e+12,1.73e+11,1.6e-09,30000,5770000
"iea2","bus.passenger.rural.ICE.liquid","2050",24.7,4.59e+12,1.86e+11,1.48e-09,30000,6180000
"iea2","bus.passenger.rural.ICE.gas","2011",27.3,181000,6620,2.85e-09,30000,0.22
"iea2","bus.passenger.rural.ICE.gas","2015",27,1.13e+10,4.18e+08,2.65e-09,30000,13900
"iea2","bus.passenger.rural.ICE.gas","2020",26.7,2.95e+10,1.11e+09,2.43e-09,30000,36800
"iea2","bus.passenger.rural.ICE.gas","2025",26.4,5.34e+10,2.02e+09,2.22e-09,30000,67500
"iea2","bus.passenger.rural.ICE.gas","2030",26.1,8.38e+10,3.22e+09,2.04e-09,30000,107000
"iea2","bus.passenger.rural.ICE.gas","2035",25.7,1.21e+11,4.7e+09,1.88e-09,30000,157000
"iea2","bus.passenger.rural.ICE.gas","2040",25.4,1.65e+11,6.52e+09,1.73e-09,30000,217000
"iea2","bus.passenger.rural.ICE.gas","2045",25.1,2.14e+11,8.55e+09,1.6e-09,30000,285000
"iea2","bus.passenger.rural.ICE.gas","2050",24.7,2.68e+11,1.09e+10,1.48e-09,30000,362000
"iea2","bus.passenger.rural.PH","2011",27.3,0,0,2.48e-09,30000,0
"iea2","bus.passenger.rural.PH","2015",27,1.13e+10,4.18e+08,2.3e-09,30000,13900
"iea2","bus.passenger.rural.PH","2020",26.7,2.95e+10,1.11e+09,2.11e-09,30000,36800
"iea2","bus.passenger.rural.PH","2025",26.4,5.34e+10,2.02e+09,1.93e-09,30000,67500
"iea2","bus.passenger.rural.PH","2030",26.1,8.38e+10,3.22e+09,1.78e-09,30000,107000
"iea2","bus.passenger.rural.PH","2035",25.7,1.21e+11,4.7e+09,1.64e-09,30000,157000
"iea2","bus.passenger.rural.PH","2040",25.4,1.65e+11,6.52e+09,1.51e-09,30000,217000
"iea2","bus.passenger.rural.PH","2045",25.1,2.14e+11,8.55e+09,1.39e-09,30000,285000
"iea2","bus.passenger.rural.PH","2050",24.7,2.68e+11,1.09e+10,1.29e-09,30000,362000
"iea2","bus.passenger.rural.EV","2011",27.3,9e+08,32900000,6.3e-10,30000,1100
"iea2","bus.passenger.rural.EV","2015",27,3.48e+10,1.29e+09,6.08e-10,30000,42900
"iea2","bus.passenger.rural.EV","2020",26.7,8.33e+10,3.12e+09,5.82e-10,30000,104000
"iea2","bus.passenger.rural.EV","2025",26.4,1.47e+11,5.55e+09,5.61e-10,30000,185000
"iea2","bus.passenger.rural.EV","2030",26.1,2.27e+11,8.71e+09,5.48e-10,30000,290000
"iea2","bus.passenger.rural.EV","2035",25.7,3.25e+11,1.26e+10,5.35e-10,30000,421000
"iea2","bus.passenger.rural.EV","2040",25.4,4.42e+11,1.74e+10,5.23e-10,30000,580000
"iea2","bus.passenger.rural.EV","2045",25.1,5.7e+11,2.27e+10,5.11e-10,30000,758000
"iea2","bus.passenger.rural.EV","2050",24.7,7.12e+11,2.88e+10,5.06e-10,30000,960000
"iea2","bus.passenger.rural.H2","2011",27.3,0,0,1.73e-09,30000,0
"iea2","bus.passenger.rural.H2","2015",27,0,0,1.67e-09,30000,0
"iea2","bus.passenger.rural.H2","2020",26.7,0,0,1.6e-09,30000,0
"iea2","bus.passenger.rural.H2","2025",26.4,0,0,1.54e-09,30000,0
"iea2","bus.passenger.rural.H2","2030",26.1,0,0,1.51e-09,30000,0
"iea2","bus.passenger.rural.H2","2035",25.7,0,0,1.47e-09,30000,0
"iea2","bus.passenger.rural.H2","2040",25.4,0,0,1.44e-09,30000,0
"iea2","bus.passenger.rural.H2","2045",25.1,0,0,1.41e-09,30000,0
"iea2","bus.passenger.rural.H2","2050",24.7,0,0,1.39e-09,30000,0
"iea2","train.passenger.rural.fuel","2011",384,9.79e+11,2.55e+09,3.07e-08,150000,17000
"iea2","train.passenger.rural.fuel","2015",384,1.03e+12,2.67e+09,2.85e-08,150000,17800
"iea2","train.passenger.rural.fuel","2020",382,1.11e+12,2.89e+09,2.61e-08,150000,19300
"iea2","train.passenger.rural.fuel","2025",381,1.16e+12,3.04e+09,2.39e-08,150000,20200
"iea2","train.passenger.rural.fuel","2030",379,1.2e+12,3.16e+09,2.2e-08,150000,21100
"iea2","train.passenger.rural.fuel","2035",377,1.23e+12,3.26e+09,2.02e-08,150000,21700
"iea2","train.passenger.rural.fuel","2040",376,1.25e+12,3.33e+09,1.86e-08,150000,22200
"iea2","train.passenger.rural.fuel","2045",374,1.24e+12,3.32e+09,1.72e-08,150000,22100
"iea2","train.passenger.rural.fuel","2050",372,1.22e+12,3.27e+09,1.6e-08,150000,21800
"iea2","train.passenger.rural.elec","2011",384,1.99e+12,5.18e+09,1.26e-08,150000,34500
"iea2","train.passenger.rural.elec","2015",384,2.16e+12,5.63e+09,1.22e-08,150000,37600
"iea2","train.passenger.rural.elec","2020",382,2.42e+12,6.32e+09,1.17e-08,150000,42100
"iea2","train.passenger.rural.elec","2025",381,2.62e+12,6.89e+09,1.13e-08,150000,46000
"iea2","train.passenger.rural.elec","2030",379,2.83e+12,7.46e+09,1.1e-08,150000,49700
"iea2","train.passenger.rural.elec","2035",377,3.01e+12,7.98e+09,1.07e-08,150000,53200
"iea2","train.passenger.rural.elec","2040",376,3.18e+12,8.47e+09,1.05e-08,150000,56500
"iea2","train.passenger.rural.elec","2045",374,3.29e+12,8.79e+09,1.03e-08,150000,58600
"iea2","train.passenger.rural.elec","2050",372,3.36e+12,9.02e+09,1.02e-08,150000,60100
"iea2","plane.passenger.international.short.fuel","2011",119,1.91e+12,1.61e+10,8.43e-08,1800000,8960
"iea2","plane.passenger.international.short.fuel","2015",120,2.16e+12,1.8e+10,7.82e-08,1800000,10000
"iea2","plane.passenger.international.short.fuel","2020",121,2.21e+12,1.83e+10,7.18e-08,1800000,10100
"iea2","plane.passenger.international.short.fuel","2025",122,2.23e+12,1.83e+10,6.57e-08,1800000,10200
"iea2","plane.passenger.international.short.fuel","2030",123,2.23e+12,1.81e+10,6.03e-08,1800000,10100
"iea2","plane.passenger.international.short.fuel","2035",124,2.19e+12,1.77e+10,5.56e-08,1800000,9830
"iea2","plane.passenger.international.short.fuel","2040",125,2.12e+12,1.7e+10,5.12e-08,1800000,9420
"iea2","plane.passenger.international.short.fuel","2045",126,1.99e+12,1.58e+10,4.73e-08,1800000,8800
"iea2","plane.passenger.international.short.fuel","2050",127,1.81e+12,1.43e+10,4.39e-08,1800000,7930
"iea2","plane.passenger.international.short.H2","2011",119,0,0,8.43e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2015",120,0,0,8.15e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2020",121,0,0,7.79e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2025",122,0,0,7.52e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2030",123,0,0,7.34e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2035",124,0,0,7.17e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2040",125,0,0,7.01e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2045",126,0,0,6.85e-08,1800000,0
"iea2","plane.passenger.international.short.H2","2050",127,0,0,6.78e-08,1800000,0
"iea2","plane.passenger.international.long.fuel","2011",119,3.42e+12,2.89e+10,6.07e-08,1800000,16000
"iea2","plane.passenger.international.long.fuel","2015",120,3.98e+12,3.32e+10,5.62e-08,1800000,18500
"iea2","plane.passenger.international.long.fuel","2020",121,4.43e+12,3.67e+10,5.16e-08,1800000,20400
"iea2","plane.passenger.international.long.fuel","2025",122,4.93e+12,4.04e+10,4.72e-08,1800000,22500
"iea2","plane.passenger.international.long.fuel","2030",123,5.47e+12,4.45e+10,4.34e-08,1800000,24700
"iea2","plane.passenger.international.long.fuel","2035",124,6.07e+12,4.9e+10,4e-08,1800000,27200
"iea2","plane.passenger.international.long.fuel","2040",125,6.75e+12,5.4e+10,3.68e-08,1800000,30000
"iea2","plane.passenger.international.long.fuel","2045",126,7.51e+12,5.96e+10,3.4e-08,1800000,33100
"iea2","plane.passenger.international.long.fuel","2050",127,8.36e+12,6.58e+10,3.16e-08,1800000,36600
"iea2","plane.passenger.international.long.H2","2011",119,0,0,6.07e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2015",120,0,0,5.86e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2020",121,0,0,5.6e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2025",122,0,0,5.41e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2030",123,0,0,5.28e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2035",124,0,0,5.16e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2040",125,0,0,5.04e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2045",126,0,0,4.93e-08,1800000,0
"iea2","plane.passenger.international.long.H2","2050",127,0,0,4.88e-08,1800000,0
"iea2","train.passenger.international.fuel","2011",384,0,0,3.07e-08,150000,0
"iea2","train.passenger.international.fuel","2015",388,2.73e+10,70200000,2.85e-08,150000,468
"iea2","train.passenger.international.fuel","2020",392,1.15e+11,2.93e+08,2.61e-08,150000,1950
"iea2","train.passenger.international.fuel","2025",395,2.29e+11,5.8e+08,2.39e-08,150000,3870
"iea2","train.passenger.international.fuel","2030",398,3.76e+11,9.45e+08,2.2e-08,150000,6300
"iea2","train.passenger.international.fuel","2035",402,5.64e+11,1.41e+09,2.02e-08,150000,9370
"iea2","train.passenger.international.fuel","2040",405,8.02e+11,1.98e+09,1.86e-08,150000,13200
"iea2","train.passenger.international.fuel","2045",408,1.1e+12,2.7e+09,1.72e-08,150000,18000
"iea2","train.passenger.international.fuel","2050",411,1.47e+12,3.58e+09,1.6e-08,150000,23900
"iea2","train.passenger.international.elec","2011",384,0,0,1.26e-08,150000,0
"iea2","train.passenger.international.elec","2015",388,5.36e+10,1.38e+08,1.22e-08,150000,920
"iea2","train.passenger.international.elec","2020",392,2.14e+11,5.46e+08,1.17e-08,150000,3640
"iea2","train.passenger.international.elec","2025",395,4.06e+11,1.03e+09,1.13e-08,150000,6850
"iea2","train.passenger.international.elec","2030",398,6.34e+11,1.59e+09,1.1e-08,150000,10600
"iea2","train.passenger.international.elec","2035",402,9.03e+11,2.25e+09,1.07e-08,150000,15000
"iea2","train.passenger.international.elec","2040",405,1.22e+12,3.02e+09,1.05e-08,150000,20100
"iea2","train.passenger.international.elec","2045",408,1.6e+12,3.91e+09,1.03e-08,150000,26100
"iea2","train.passenger.international.elec","2050",411,2.03e+12,4.95e+09,1.02e-08,150000,33000
"rcp8","walk.passenger.urban","2011",1,2.7e+12,2.7e+12,0,0,0
"rcp8","walk.passenger.urban","2015",1,3.01e+12,3.01e+12,0,0,0
"rcp8","walk.passenger.urban","2020",1,3.3e+12,3.3e+12,0,0,0
"rcp8","walk.passenger.urban","2025",1,3.41e+12,3.41e+12,0,0,0
"rcp8","walk.passenger.urban","2030",1,3.36e+12,3.36e+12,0,0,0
"rcp8","walk.passenger.urban","2035",1,3.15e+12,3.15e+12,0,0,0
"rcp8","walk.passenger.urban","2040",1,2.77e+12,2.77e+12,0,0,0
"rcp8","walk.passenger.urban","2045",1,2.32e+12,2.32e+12,0,0,0
"rcp8","walk.passenger.urban","2050",1,1.81e+12,1.81e+12,0,0,0
"rcp8","bike.passenger.urban","2011",1,1.91e+12,1.91e+12,0,1000,1.91e+09
"rcp8","bike.passenger.urban","2015",1,2.13e+12,2.13e+12,0,1000,2.13e+09
"rcp8","bike.passenger.urban","2020",1,2.29e+12,2.29e+12,0,1000,2.29e+09
"rcp8","bike.passenger.urban","2025",1,2.29e+12,2.29e+12,0,1000,2.29e+09
"rcp8","bike.passenger.urban","2030",1,2.16e+12,2.16e+12,0,1000,2.16e+09
"rcp8","bike.passenger.urban","2035",1,1.9e+12,1.9e+12,0,1000,1.9e+09
"rcp8","bike.passenger.urban","2040",1,1.5e+12,1.5e+12,0,1000,1.5e+09
"rcp8","bike.passenger.urban","2045",1,1.04e+12,1.04e+12,0,1000,1.04e+09
"rcp8","bike.passenger.urban","2050",1,5.03e+11,5.03e+11,0,1000,5.03e+08
"rcp8","motorbike.passenger.urban.fuel","2011",1.09,3.49e+12,3.21e+12,3.81e-10,10000,3.21e+08
"rcp8","motorbike.passenger.urban.fuel","2015",1.1,3.96e+12,3.6e+12,3.54e-10,10000,3.6e+08
"rcp8","motorbike.passenger.urban.fuel","2020",1.1,4.57e+12,4.15e+12,3.35e-10,9710,4.28e+08
"rcp8","motorbike.passenger.urban.fuel","2025",1.1,5.01e+12,4.56e+12,3.15e-10,9430,4.84e+08
"rcp8","motorbike.passenger.urban.fuel","2030",1.1,5.32e+12,4.85e+12,2.96e-10,9140,5.3e+08
"rcp8","motorbike.passenger.urban.fuel","2035",1.09,5.48e+12,5.01e+12,2.82e-10,8860,5.65e+08
"rcp8","motorbike.passenger.urban.fuel","2040",1.09,5.45e+12,4.98e+12,2.75e-10,8570,5.81e+08
"rcp8","motorbike.passenger.urban.fuel","2045",1.09,5.38e+12,4.93e+12,2.68e-10,8290,5.95e+08
"rcp8","motorbike.passenger.urban.fuel","2050",1.09,5.35e+12,4.91e+12,2.62e-10,8000,6.14e+08
"rcp8","motorbike.passenger.urban.elec","2011",1.09,4.16e+10,3.82e+10,1.06e-10,10000,3820000
"rcp8","motorbike.passenger.urban.elec","2015",1.1,2.98e+11,2.71e+11,1.05e-10,10000,27100000
"rcp8","motorbike.passenger.urban.elec","2020",1.1,6.06e+11,5.51e+11,1.02e-10,9710,56700000
"rcp8","motorbike.passenger.urban.elec","2025",1.1,9.84e+11,8.97e+11,1.01e-10,9430,95100000
"rcp8","motorbike.passenger.urban.elec","2030",1.1,1.43e+12,1.3e+12,1e-10,9140,1.42e+08
"rcp8","motorbike.passenger.urban.elec","2035",1.09,1.91e+12,1.75e+12,9.96e-11,8860,1.97e+08
"rcp8","motorbike.passenger.urban.elec","2040",1.09,2.4e+12,2.19e+12,9.91e-11,8570,2.56e+08
"rcp8","motorbike.passenger.urban.elec","2045",1.09,2.93e+12,2.69e+12,9.86e-11,8290,3.24e+08
"rcp8","motorbike.passenger.urban.elec","2050",1.09,3.57e+12,3.27e+12,9.81e-11,8000,4.09e+08
"rcp8","car.passenger.urban.ICE.liquid","2011",1.6,1.27e+13,7.91e+12,7.63e-10,15000,5.27e+08
"rcp8","car.passenger.urban.ICE.liquid","2015",1.6,1.49e+13,9.3e+12,7.07e-10,15000,6.2e+08
"rcp8","car.passenger.urban.ICE.liquid","2020",1.58,1.89e+13,1.2e+13,6.69e-10,14600,8.24e+08
"rcp8","car.passenger.urban.ICE.liquid","2025",1.55,2.33e+13,1.5e+13,6.3e-10,14100,1.06e+09
"rcp8","car.passenger.urban.ICE.liquid","2030",1.53,2.78e+13,1.82e+13,5.93e-10,13700,1.32e+09
"rcp8","car.passenger.urban.ICE.liquid","2035",1.51,3.25e+13,2.15e+13,5.64e-10,13300,1.62e+09
"rcp8","car.passenger.urban.ICE.liquid","2040",1.49,3.66e+13,2.46e+13,5.5e-10,12900,1.92e+09
"rcp8","car.passenger.urban.ICE.liquid","2045",1.46,4.1e+13,2.8e+13,5.36e-10,12400,2.25e+09
"rcp8","car.passenger.urban.ICE.liquid","2050",1.44,4.62e+13,3.21e+13,5.23e-10,12000,2.67e+09
"rcp8","car.passenger.urban.ICE.gas","2011",1.6,1.23e+11,7.68e+10,7.63e-10,15000,5120000
"rcp8","car.passenger.urban.ICE.gas","2015",1.6,1.53e+11,9.58e+10,7.07e-10,15000,6390000
"rcp8","car.passenger.urban.ICE.gas","2020",1.58,2.25e+11,1.43e+11,6.69e-10,14600,9790000
"rcp8","car.passenger.urban.ICE.gas","2025",1.55,3.15e+11,2.02e+11,6.3e-10,14100,14300000
"rcp8","car.passenger.urban.ICE.gas","2030",1.53,4.21e+11,2.75e+11,5.93e-10,13700,2e+07
"rcp8","car.passenger.urban.ICE.gas","2035",1.51,5.46e+11,3.62e+11,5.64e-10,13300,27200000
"rcp8","car.passenger.urban.ICE.gas","2040",1.49,6.77e+11,4.56e+11,5.5e-10,12900,35400000
"rcp8","car.passenger.urban.ICE.gas","2045",1.46,8.29e+11,5.66e+11,5.36e-10,12400,45600000
"rcp8","car.passenger.urban.ICE.gas","2050",1.44,1.02e+12,7.05e+11,5.23e-10,12000,58800000
"rcp8","car.passenger.urban.PH","2011",1.6,363000,227000,5.77e-10,15000,15.1
"rcp8","car.passenger.urban.PH","2015",1.6,1.53e+11,9.58e+10,5.35e-10,15000,6390000
"rcp8","car.passenger.urban.PH","2020",1.58,3.09e+11,1.96e+11,5.06e-10,14600,13500000
"rcp8","car.passenger.urban.PH","2025",1.55,5.24e+11,3.37e+11,4.77e-10,14100,23800000
"rcp8","car.passenger.urban.PH","2030",1.53,8e+11,5.22e+11,4.49e-10,13700,38100000
"rcp8","car.passenger.urban.PH","2035",1.51,1.14e+12,7.56e+11,4.27e-10,13300,56900000
"rcp8","car.passenger.urban.PH","2040",1.49,1.52e+12,1.03e+12,4.16e-10,12900,79700000
"rcp8","car.passenger.urban.PH","2045",1.46,1.98e+12,1.35e+12,4.06e-10,12400,1.09e+08
"rcp8","car.passenger.urban.PH","2050",1.44,2.54e+12,1.76e+12,3.96e-10,12000,1.47e+08
"rcp8","car.passenger.urban.EV","2011",1.6,2.78e+10,1.74e+10,2.12e-10,15000,1160000
"rcp8","car.passenger.urban.EV","2015",1.6,1.53e+11,9.58e+10,2.09e-10,15000,6390000
"rcp8","car.passenger.urban.EV","2020",1.58,2.25e+11,1.43e+11,2.04e-10,14600,9790000
"rcp8","car.passenger.urban.EV","2025",1.55,3.15e+11,2.02e+11,2.02e-10,14100,14300000
"rcp8","car.passenger.urban.EV","2030",1.53,4.21e+11,2.75e+11,2e-10,13700,2e+07
"rcp8","car.passenger.urban.EV","2035",1.51,5.46e+11,3.62e+11,1.99e-10,13300,27200000
"rcp8","car.passenger.urban.EV","2040",1.49,6.77e+11,4.56e+11,1.98e-10,12900,35400000
"rcp8","car.passenger.urban.EV","2045",1.46,8.29e+11,5.66e+11,1.97e-10,12400,45600000
"rcp8","car.passenger.urban.EV","2050",1.44,1.02e+12,7.05e+11,1.96e-10,12000,58800000
"rcp8","car.passenger.urban.H2","2011",1.6,0,0,4.19e-10,15000,0
"rcp8","car.passenger.urban.H2","2015",1.6,0,0,4.15e-10,15000,0
"rcp8","car.passenger.urban.H2","2020",1.58,0,0,4.04e-10,14600,0
"rcp8","car.passenger.urban.H2","2025",1.55,0,0,4e-10,14100,0
"rcp8","car.passenger.urban.H2","2030",1.53,0,0,3.96e-10,13700,0
"rcp8","car.passenger.urban.H2","2035",1.51,0,0,3.94e-10,13300,0
"rcp8","car.passenger.urban.H2","2040",1.49,0,0,3.92e-10,12900,0
"rcp8","car.passenger.urban.H2","2045",1.46,0,0,3.91e-10,12400,0
"rcp8","car.passenger.urban.H2","2050",1.44,0,0,3.89e-10,12000,0
"rcp8","bus.passenger.urban.ICE.liquid","2011",27.3,1.07e+13,3.91e+11,2.85e-09,30000,1.3e+07
"rcp8","bus.passenger.urban.ICE.liquid","2015",27,1.19e+13,4.41e+11,2.65e-09,30000,14700000
"rcp8","bus.passenger.urban.ICE.liquid","2020",26.3,1.34e+13,5.11e+11,2.5e-09,30000,1.7e+07
"rcp8","bus.passenger.urban.ICE.liquid","2025",25.6,1.44e+13,5.64e+11,2.36e-09,30000,18800000
"rcp8","bus.passenger.urban.ICE.liquid","2030",24.8,1.5e+13,6.03e+11,2.22e-09,30000,20100000
"rcp8","bus.passenger.urban.ICE.liquid","2035",24.1,1.51e+13,6.27e+11,2.11e-09,30000,20900000
"rcp8","bus.passenger.urban.ICE.liquid","2040",23.3,1.46e+13,6.26e+11,2.06e-09,30000,20900000
"rcp8","bus.passenger.urban.ICE.liquid","2045",22.6,1.4e+13,6.2e+11,2.01e-09,30000,20700000
"rcp8","bus.passenger.urban.ICE.liquid","2050",21.9,1.34e+13,6.14e+11,1.96e-09,30000,20500000
"rcp8","bus.passenger.urban.ICE.gas","2011",27.3,955000,35000,2.85e-09,30000,1.17
"rcp8","bus.passenger.urban.ICE.gas","2015",27,1.23e+11,4.55e+09,2.65e-09,30000,152000
"rcp8","bus.passenger.urban.ICE.gas","2020",26.3,1.79e+11,6.81e+09,2.5e-09,30000,227000
"rcp8","bus.passenger.urban.ICE.gas","2025",25.6,2.37e+11,9.26e+09,2.36e-09,30000,309000
"rcp8","bus.passenger.urban.ICE.gas","2030",24.8,2.92e+11,1.18e+10,2.22e-09,30000,392000
"rcp8","bus.passenger.urban.ICE.gas","2035",24.1,3.41e+11,1.42e+10,2.11e-09,30000,473000
"rcp8","bus.passenger.urban.ICE.gas","2040",23.3,3.77e+11,1.62e+10,2.06e-09,30000,539000
"rcp8","bus.passenger.urban.ICE.gas","2045",22.6,4.06e+11,1.8e+10,2.01e-09,30000,599000
"rcp8","bus.passenger.urban.ICE.gas","2050",21.9,4.33e+11,1.98e+10,1.96e-09,30000,661000
"rcp8","bus.passenger.urban.PH","2011",27.3,0,0,2.48e-09,30000,0
"rcp8","bus.passenger.urban.PH","2015",27,6.31e+10,2.33e+09,2.3e-09,30000,77800
"rcp8","bus.passenger.urban.PH","2020",26.3,1.21e+11,4.6e+09,2.18e-09,30000,153000
"rcp8","bus.passenger.urban.PH","2025",25.6,1.84e+11,7.21e+09,2.05e-09,30000,240000
"rcp8","bus.passenger.urban.PH","2030",24.8,2.48e+11,1e+10,1.93e-09,30000,333000
"rcp8","bus.passenger.urban.PH","2035",24.1,3.08e+11,1.28e+10,1.84e-09,30000,427000
"rcp8","bus.passenger.urban.PH","2040",23.3,3.56e+11,1.52e+10,1.79e-09,30000,508000
"rcp8","bus.passenger.urban.PH","2045",22.6,3.96e+11,1.75e+10,1.75e-09,30000,584000
"rcp8","bus.passenger.urban.PH","2050",21.9,4.33e+11,1.98e+10,1.7e-09,30000,661000
"rcp8","bus.passenger.urban.EV","2011",27.3,4.75e+09,1.74e+08,6.3e-10,30000,5800
"rcp8","bus.passenger.urban.EV","2015",27,1.94e+11,7.18e+09,6.23e-10,30000,239000
"rcp8","bus.passenger.urban.EV","2020",26.3,2.09e+11,7.93e+09,6.08e-10,30000,264000
"rcp8","bus.passenger.urban.EV","2025",25.6,2.13e+11,8.33e+09,6.02e-10,30000,278000
"rcp8","bus.passenger.urban.EV","2030",24.8,2.09e+11,8.43e+09,5.96e-10,30000,281000
"rcp8","bus.passenger.urban.EV","2035",24.1,1.99e+11,8.26e+09,5.93e-10,30000,275000
"rcp8","bus.passenger.urban.EV","2040",23.3,1.81e+11,7.76e+09,5.9e-10,30000,259000
"rcp8","bus.passenger.urban.EV","2045",22.6,1.62e+11,7.17e+09,5.87e-10,30000,239000
"rcp8","bus.passenger.urban.EV","2050",21.9,1.44e+11,6.61e+09,5.84e-10,30000,220000
"rcp8","bus.passenger.urban.H2","2011",27.3,0,0,1.73e-09,30000,0
