"scenario","type","year","occupancy","passenger.km","vehicle.km","TWh.vehicle.km","vehicle.km.vehicle","vehicles"
"rcp8","bus.passenger.urban.H2","2015",27,0,0,1.71e-09,30000,0
"rcp8","bus.passenger.urban.H2","2020",26.3,0,0,1.67e-09,30000,0
"rcp8","bus.passenger.urban.H2","2025",25.6,0,0,1.65e-09,30000,0
"rcp8","bus.passenger.urban.H2","2030",24.8,0,0,1.64e-09,30000,0
"rcp8","bus.passenger.urban.H2","2035",24.1,0,0,1.63e-09,30000,0
"rcp8","bus.passenger.urban.H2","2040",23.3,0,0,1.62e-09,30000,0
"rcp8","bus.passenger.urban.H2","2045",22.6,0,0,1.61e-09,30000,0
"rcp8","bus.passenger.urban.H2","2050",21.9,0,0,1.61e-09,30000,0
"rcp8","train.passenger.urban.fuel","2011",384,1.72e+11,4.49e+08,3.07e-08,150000,2990
"rcp8","train.passenger.urban.fuel","2015",384,1.81e+11,4.71e+08,2.85e-08,150000,3140
"rcp8","train.passenger.urban.fuel","2020",379,1.96e+11,5.19e+08,2.69e-08,150000,3460
"rcp8","train.passenger.urban.fuel","2025",373,2.03e+11,5.44e+08,2.54e-08,150000,3630
"rcp8","train.passenger.urban.fuel","2030",368,2.01e+11,5.47e+08,2.39e-08,150000,3640
"rcp8","train.passenger.urban.fuel","2035",362,1.92e+11,5.3e+08,2.27e-08,150000,3530
"rcp8","train.passenger.urban.fuel","2040",357,1.73e+11,4.86e+08,2.21e-08,150000,3240
"rcp8","train.passenger.urban.fuel","2045",351,1.51e+11,4.31e+08,2.16e-08,150000,2870
"rcp8","train.passenger.urban.fuel","2050",346,1.26e+11,3.65e+08,2.11e-08,150000,2430
"rcp8","train.passenger.urban.elec","2011",384,1.55e+12,4.04e+09,1.26e-08,150000,26900
"rcp8","train.passenger.urban.elec","2015",384,1.73e+12,4.5e+09,1.25e-08,150000,30000
"rcp8","train.passenger.urban.elec","2020",379,1.86e+12,4.91e+09,1.22e-08,150000,32700
"rcp8","train.passenger.urban.elec","2025",373,1.9e+12,5.1e+09,1.21e-08,150000,34000
"rcp8","train.passenger.urban.elec","2030",368,1.87e+12,5.08e+09,1.2e-08,150000,33900
"rcp8","train.passenger.urban.elec","2035",362,1.77e+12,4.89e+09,1.19e-08,150000,32600
"rcp8","train.passenger.urban.elec","2040",357,1.59e+12,4.45e+09,1.18e-08,150000,29700
"rcp8","train.passenger.urban.elec","2045",351,1.37e+12,3.91e+09,1.18e-08,150000,26000
"rcp8","train.passenger.urban.elec","2050",346,1.13e+12,3.28e+09,1.17e-08,150000,21900
"rcp8","walk.passenger.rural","2011",1,8.01e+11,8.01e+11,0,0,0
"rcp8","walk.passenger.rural","2015",1,8.39e+11,8.39e+11,0,0,0
"rcp8","walk.passenger.rural","2020",1,8.64e+11,8.64e+11,0,0,0
"rcp8","walk.passenger.rural","2025",1,8.58e+11,8.58e+11,0,0,0
"rcp8","walk.passenger.rural","2030",1,8.26e+11,8.26e+11,0,0,0
"rcp8","walk.passenger.rural","2035",1,7.54e+11,7.54e+11,0,0,0
"rcp8","walk.passenger.rural","2040",1,6.64e+11,6.64e+11,0,0,0
"rcp8","walk.passenger.rural","2045",1,5.26e+11,5.26e+11,0,0,0
"rcp8","walk.passenger.rural","2050",1,3.25e+11,3.25e+11,0,0,0
"rcp8","bike.passenger.rural","2011",1,1.72e+12,1.72e+12,0,1000,1.72e+09
"rcp8","bike.passenger.rural","2015",1,1.83e+12,1.83e+12,0,1000,1.83e+09
"rcp8","bike.passenger.rural","2020",1,1.86e+12,1.86e+12,0,1000,1.86e+09
"rcp8","bike.passenger.rural","2025",1,1.81e+12,1.81e+12,0,1000,1.81e+09
"rcp8","bike.passenger.rural","2030",1,1.69e+12,1.69e+12,0,1000,1.69e+09
"rcp8","bike.passenger.rural","2035",1,1.47e+12,1.47e+12,0,1000,1.47e+09
"rcp8","bike.passenger.rural","2040",1,1.19e+12,1.19e+12,0,1000,1.19e+09
"rcp8","bike.passenger.rural","2045",1,7.82e+11,7.82e+11,0,1000,7.82e+08
"rcp8","bike.passenger.rural","2050",1,2.2e+11,2.2e+11,0,1000,2.2e+08
"rcp8","motorbike.passenger.rural.fuel","2011",1,2.8e+12,2.8e+12,3.81e-10,10000,2.8e+08
"rcp8","motorbike.passenger.rural.fuel","2015",1.01,3.04e+12,3.01e+12,3.54e-10,10000,3.01e+08
"rcp8","motorbike.passenger.rural.fuel","2020",1.01,3.45e+12,3.42e+12,3.35e-10,9860,3.47e+08
"rcp8","motorbike.passenger.rural.fuel","2025",1.01,3.84e+12,3.81e+12,3.15e-10,9710,3.93e+08
"rcp8","motorbike.passenger.rural.fuel","2030",1.01,4.23e+12,4.21e+12,2.96e-10,9570,4.4e+08
"rcp8","motorbike.passenger.rural.fuel","2035",1,4.58e+12,4.56e+12,2.82e-10,9430,4.83e+08
"rcp8","motorbike.passenger.rural.fuel","2040",1,5.02e+12,5.01e+12,2.75e-10,9290,5.4e+08
"rcp8","motorbike.passenger.rural.fuel","2045",1,5.48e+12,5.47e+12,2.68e-10,9140,5.98e+08
"rcp8","motorbike.passenger.rural.fuel","2050",1,5.79e+12,5.79e+12,2.62e-10,9000,6.43e+08
"rcp8","motorbike.passenger.rural.elec","2011",1,3.33e+10,3.33e+10,1.06e-10,10000,3330000
"rcp8","motorbike.passenger.rural.elec","2015",1.01,2.36e+11,2.34e+11,1.05e-10,10000,23400000
"rcp8","motorbike.passenger.rural.elec","2020",1.01,4.66e+11,4.62e+11,1.02e-10,9860,46900000
"rcp8","motorbike.passenger.rural.elec","2025",1.01,7.63e+11,7.58e+11,1.01e-10,9710,7.8e+07
"rcp8","motorbike.passenger.rural.elec","2030",1.01,1.14e+12,1.14e+12,1e-10,9570,1.19e+08
"rcp8","motorbike.passenger.rural.elec","2035",1,1.6e+12,1.6e+12,9.96e-11,9430,1.69e+08
"rcp8","motorbike.passenger.rural.elec","2040",1,2.22e+12,2.21e+12,9.91e-11,9290,2.38e+08
"rcp8","motorbike.passenger.rural.elec","2045",1,2.99e+12,2.99e+12,9.86e-11,9140,3.27e+08
"rcp8","motorbike.passenger.rural.elec","2050",1,3.86e+12,3.86e+12,9.81e-11,9000,4.29e+08
"rcp8","car.passenger.rural.ICE.liquid","2011",1.8,8.41e+12,4.67e+12,7.63e-10,15000,3.11e+08
"rcp8","car.passenger.rural.ICE.liquid","2015",1.8,9.25e+12,5.14e+12,7.07e-10,15000,3.42e+08
"rcp8","car.passenger.rural.ICE.liquid","2020",1.77,1.08e+13,6.08e+12,6.69e-10,14600,4.17e+08
"rcp8","car.passenger.rural.ICE.liquid","2025",1.75,1.25e+13,7.16e+12,6.3e-10,14100,5.06e+08
"rcp8","car.passenger.rural.ICE.liquid","2030",1.72,1.45e+13,8.42e+12,5.93e-10,13700,6.14e+08
"rcp8","car.passenger.rural.ICE.liquid","2035",1.7,1.66e+13,9.81e+12,5.64e-10,13300,7.38e+08
"rcp8","car.passenger.rural.ICE.liquid","2040",1.67,1.95e+13,1.17e+13,5.5e-10,12900,9.09e+08
"rcp8","car.passenger.rural.ICE.liquid","2045",1.65,2.28e+13,1.38e+13,5.36e-10,12400,1.11e+09
"rcp8","car.passenger.rural.ICE.liquid","2050",1.62,2.59e+13,1.6e+13,5.23e-10,12000,1.33e+09
"rcp8","car.passenger.rural.ICE.gas","2011",1.8,8.16e+10,4.53e+10,7.63e-10,15000,3020000
"rcp8","car.passenger.rural.ICE.gas","2015",1.8,1.12e+11,6.21e+10,7.07e-10,15000,4140000
"rcp8","car.passenger.rural.ICE.gas","2020",1.77,1.45e+11,8.18e+10,6.69e-10,14600,5610000
"rcp8","car.passenger.rural.ICE.gas","2025",1.75,1.85e+11,1.06e+11,6.3e-10,14100,7500000
"rcp8","car.passenger.rural.ICE.gas","2030",1.72,2.35e+11,1.36e+11,5.93e-10,13700,9940000
"rcp8","car.passenger.rural.ICE.gas","2035",1.7,2.93e+11,1.73e+11,5.64e-10,13300,1.3e+07
"rcp8","car.passenger.rural.ICE.gas","2040",1.67,3.72e+11,2.22e+11,5.5e-10,12900,17300000
"rcp8","car.passenger.rural.ICE.gas","2045",1.65,4.66e+11,2.83e+11,5.36e-10,12400,22800000
"rcp8","car.passenger.rural.ICE.gas","2050",1.62,5.69e+11,3.51e+11,5.23e-10,12000,29300000
"rcp8","car.passenger.rural.PH","2011",1.8,241000,134000,5.77e-10,15000,8.93
"rcp8","car.passenger.rural.PH","2015",1.8,9.82e+10,5.45e+10,5.35e-10,15000,3640000
"rcp8","car.passenger.rural.PH","2020",1.77,1.8e+11,1.01e+11,5.06e-10,14600,6940000
"rcp8","car.passenger.rural.PH","2025",1.75,2.85e+11,1.63e+11,4.77e-10,14100,11500000
"rcp8","car.passenger.rural.PH","2030",1.72,4.2e+11,2.44e+11,4.49e-10,13700,17800000
"rcp8","car.passenger.rural.PH","2035",1.7,5.88e+11,3.46e+11,4.27e-10,13300,26100000
"rcp8","car.passenger.rural.PH","2040",1.67,8.15e+11,4.88e+11,4.16e-10,12900,37900000
"rcp8","car.passenger.rural.PH","2045",1.65,1.1e+12,6.68e+11,4.06e-10,12400,53700000
"rcp8","car.passenger.rural.PH","2050",1.62,1.42e+12,8.78e+11,3.96e-10,12000,73200000
"rcp8","car.passenger.rural.EV","2011",1.8,1.85e+10,1.03e+10,2.12e-10,15000,685000
"rcp8","car.passenger.rural.EV","2015",1.8,1.17e+11,6.49e+10,2.09e-10,15000,4330000
"rcp8","car.passenger.rural.EV","2020",1.77,1.5e+11,8.46e+10,2.04e-10,14600,5800000
"rcp8","car.passenger.rural.EV","2025",1.75,1.9e+11,1.09e+11,2.02e-10,14100,7700000
"rcp8","car.passenger.rural.EV","2030",1.72,2.39e+11,1.39e+11,2e-10,13700,10100000
"rcp8","car.passenger.rural.EV","2035",1.7,2.97e+11,1.75e+11,1.99e-10,13300,13200000
"rcp8","car.passenger.rural.EV","2040",1.67,3.75e+11,2.24e+11,1.98e-10,12900,17400000
"rcp8","car.passenger.rural.EV","2045",1.65,4.68e+11,2.84e+11,1.97e-10,12400,22900000
"rcp8","car.passenger.rural.EV","2050",1.62,5.69e+11,3.51e+11,1.96e-10,12000,29300000
"rcp8","car.passenger.rural.H2","2011",1.8,0,0,4.19e-10,15000,0
"rcp8","car.passenger.rural.H2","2015",1.8,0,0,4.15e-10,15000,0
"rcp8","car.passenger.rural.H2","2020",1.77,0,0,4.04e-10,14600,0
"rcp8","car.passenger.rural.H2","2025",1.75,0,0,4e-10,14100,0
"rcp8","car.passenger.rural.H2","2030",1.72,0,0,3.96e-10,13700,0
"rcp8","car.passenger.rural.H2","2035",1.7,0,0,3.94e-10,13300,0
"rcp8","car.passenger.rural.H2","2040",1.67,0,0,3.92e-10,12900,0
"rcp8","car.passenger.rural.H2","2045",1.65,0,0,3.91e-10,12400,0
"rcp8","car.passenger.rural.H2","2050",1.62,0,0,3.89e-10,12000,0
"rcp8","bus.passenger.rural.ICE.liquid","2011",27.3,2.02e+12,7.41e+10,2.85e-09,30000,2470000
"rcp8","bus.passenger.rural.ICE.liquid","2015",27,2.2e+12,8.14e+10,2.65e-09,30000,2710000
"rcp8","bus.passenger.rural.ICE.liquid","2020",26.3,2.35e+12,8.95e+10,2.5e-09,30000,2980000
"rcp8","bus.passenger.rural.ICE.liquid","2025",25.6,2.47e+12,9.66e+10,2.36e-09,30000,3220000
"rcp8","bus.passenger.rural.ICE.liquid","2030",24.8,2.56e+12,1.03e+11,2.22e-09,30000,3440000
"rcp8","bus.passenger.rural.ICE.liquid","2035",24.1,2.61e+12,1.08e+11,2.11e-09,30000,3610000
"rcp8","bus.passenger.rural.ICE.liquid","2040",23.3,2.69e+12,1.15e+11,2.06e-09,30000,3840000
"rcp8","bus.passenger.rural.ICE.liquid","2045",22.6,2.73e+12,1.21e+11,2.01e-09,30000,4030000
"rcp8","bus.passenger.rural.ICE.liquid","2050",21.9,2.68e+12,1.23e+11,1.96e-09,30000,4080000
"rcp8","bus.passenger.rural.ICE.gas","2011",27.3,181000,6620,2.85e-09,30000,0.22
"rcp8","bus.passenger.rural.ICE.gas","2015",27,1.16e+10,4.29e+08,2.65e-09,30000,14300
"rcp8","bus.passenger.rural.ICE.gas","2020",26.3,2.11e+10,8.03e+08,2.5e-09,30000,26800
"rcp8","bus.passenger.rural.ICE.gas","2025",25.6,3.14e+10,1.23e+09,2.36e-09,30000,41000
"rcp8","bus.passenger.rural.ICE.gas","2030",24.8,4.24e+10,1.71e+09,2.22e-09,30000,56900
"rcp8","bus.passenger.rural.ICE.gas","2035",24.1,5.32e+10,2.21e+09,2.11e-09,30000,73600
"rcp8","bus.passenger.rural.ICE.gas","2040",23.3,6.53e+10,2.8e+09,2.06e-09,30000,93300
"rcp8","bus.passenger.rural.ICE.gas","2045",22.6,7.72e+10,3.42e+09,2.01e-09,30000,114000
"rcp8","bus.passenger.rural.ICE.gas","2050",21.9,8.64e+10,3.95e+09,1.96e-09,30000,132000
"rcp8","bus.passenger.rural.PH","2011",27.3,0,0,2.48e-09,30000,0
"rcp8","bus.passenger.rural.PH","2015",27,1.16e+10,4.29e+08,2.3e-09,30000,14300
"rcp8","bus.passenger.rural.PH","2020",26.3,2.11e+10,8.03e+08,2.18e-09,30000,26800
"rcp8","bus.passenger.rural.PH","2025",25.6,3.14e+10,1.23e+09,2.05e-09,30000,41000
"rcp8","bus.passenger.rural.PH","2030",24.8,4.24e+10,1.71e+09,1.93e-09,30000,56900
"rcp8","bus.passenger.rural.PH","2035",24.1,5.32e+10,2.21e+09,1.84e-09,30000,73600
"rcp8","bus.passenger.rural.PH","2040",23.3,6.53e+10,2.8e+09,1.79e-09,30000,93300
"rcp8","bus.passenger.rural.PH","2045",22.6,7.72e+10,3.42e+09,1.75e-09,30000,114000
"rcp8","bus.passenger.rural.PH","2050",21.9,8.64e+10,3.95e+09,1.7e-09,30000,132000
"rcp8","bus.passenger.rural.EV","2011",27.3,9e+08,32900000,6.3e-10,30000,1100
"rcp8","bus.passenger.rural.EV","2015",27,3.57e+10,1.32e+09,6.23e-10,30000,44000
"rcp8","bus.passenger.rural.EV","2020",26.3,3.64e+10,1.38e+09,6.08e-10,30000,46100
"rcp8","bus.passenger.rural.EV","2025",25.6,3.63e+10,1.42e+09,6.02e-10,30000,47300
"rcp8","bus.passenger.rural.EV","2030",24.8,3.57e+10,1.44e+09,5.96e-10,30000,48000
"rcp8","bus.passenger.rural.EV","2035",24.1,3.43e+10,1.42e+09,5.93e-10,30000,47500
"rcp8","bus.passenger.rural.EV","2040",23.3,3.32e+10,1.42e+09,5.9e-10,30000,47500
"rcp8","bus.passenger.rural.EV","2045",22.6,3.16e+10,1.4e+09,5.87e-10,30000,46600
"rcp8","bus.passenger.rural.EV","2050",21.9,2.88e+10,1.32e+09,5.84e-10,30000,43900
"rcp8","bus.passenger.rural.H2","2011",27.3,0,0,1.73e-09,30000,0
"rcp8","bus.passenger.rural.H2","2015",27,0,0,1.71e-09,30000,0
"rcp8","bus.passenger.rural.H2","2020",26.3,0,0,1.67e-09,30000,0
"rcp8","bus.passenger.rural.H2","2025",25.6,0,0,1.65e-09,30000,0
"rcp8","bus.passenger.rural.H2","2030",24.8,0,0,1.64e-09,30000,0
"rcp8","bus.passenger.rural.H2","2035",24.1,0,0,1.63e-09,30000,0
"rcp8","bus.passenger.rural.H2","2040",23.3,0,0,1.62e-09,30000,0
"rcp8","bus.passenger.rural.H2","2045",22.6,0,0,1.61e-09,30000,0
"rcp8","bus.passenger.rural.H2","2050",21.9,0,0,1.61e-09,30000,0
"rcp8","train.passenger.rural.fuel","2011",384,9.79e+11,2.55e+09,3.07e-08,150000,17000
"rcp8","train.passenger.rural.fuel","2015",384,1.05e+12,2.74e+09,2.85e-08,150000,18300
"rcp8","train.passenger.rural.fuel","2020",379,1.14e+12,3.01e+09,2.69e-08,150000,20100
"rcp8","train.passenger.rural.fuel","2025",373,1.21e+12,3.24e+09,2.54e-08,150000,21600
"rcp8","train.passenger.rural.fuel","2030",368,1.27e+12,3.45e+09,2.39e-08,150000,23000
"rcp8","train.passenger.rural.fuel","2035",362,1.3e+12,3.58e+09,2.27e-08,150000,23900
"rcp8","train.passenger.rural.fuel","2040",357,1.34e+12,3.77e+09,2.21e-08,150000,25100
"rcp8","train.passenger.rural.fuel","2045",351,1.37e+12,3.89e+09,2.16e-08,150000,26000
"rcp8","train.passenger.rural.fuel","2050",346,1.34e+12,3.86e+09,2.11e-08,150000,25800
"rcp8","train.passenger.rural.elec","2011",384,1.99e+12,5.18e+09,1.26e-08,150000,34500
"rcp8","train.passenger.rural.elec","2015",384,2.22e+12,5.78e+09,1.25e-08,150000,38500
"rcp8","train.passenger.rural.elec","2020",379,2.39e+12,6.31e+09,1.22e-08,150000,42100
"rcp8","train.passenger.rural.elec","2025",373,2.52e+12,6.76e+09,1.21e-08,150000,45100
"rcp8","train.passenger.rural.elec","2030",368,2.63e+12,7.15e+09,1.2e-08,150000,47600
"rcp8","train.passenger.rural.elec","2035",362,2.68e+12,7.39e+09,1.19e-08,150000,49300
"rcp8","train.passenger.rural.elec","2040",357,2.76e+12,7.73e+09,1.18e-08,150000,51500
"rcp8","train.passenger.rural.elec","2045",351,2.79e+12,7.95e+09,1.18e-08,150000,53000
"rcp8","train.passenger.rural.elec","2050",346,2.71e+12,7.85e+09,1.17e-08,150000,52300
"rcp8","plane.passenger.international.short.fuel","2011",119,1.91e+12,1.61e+10,8.43e-08,1800000,8960
"rcp8","plane.passenger.international.short.fuel","2015",120,2.17e+12,1.81e+10,7.82e-08,1800000,10000
"rcp8","plane.passenger.international.short.fuel","2020",120,2.64e+12,2.21e+10,7.4e-08,1800000,12300
"rcp8","plane.passenger.international.short.fuel","2025",120,3.22e+12,2.7e+10,6.97e-08,1800000,15000
"rcp8","plane.passenger.international.short.fuel","2030",119,3.94e+12,3.3e+10,6.56e-08,1800000,18400
"rcp8","plane.passenger.international.short.fuel","2035",119,4.84e+12,4.06e+10,6.24e-08,1800000,22600
"rcp8","plane.passenger.international.short.fuel","2040",119,5.98e+12,5.03e+10,6.08e-08,1800000,27900
"rcp8","plane.passenger.international.short.fuel","2045",119,7.44e+12,6.26e+10,5.93e-08,1800000,34800
"rcp8","plane.passenger.international.short.fuel","2050",119,9.3e+12,7.84e+10,5.78e-08,1800000,43600
"rcp8","plane.passenger.international.short.H2","2011",119,0,0,8.43e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2015",120,0,0,8.35e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2020",120,0,0,8.14e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2025",120,0,0,8.06e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2030",119,0,0,7.98e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2035",119,0,0,7.94e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2040",119,0,0,7.9e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2045",119,0,0,7.86e-08,1800000,0
"rcp8","plane.passenger.international.short.H2","2050",119,0,0,7.82e-08,1800000,0
"rcp8","plane.passenger.international.long.fuel","2011",119,3.42e+12,2.89e+10,6.07e-08,1800000,16000
"rcp8","plane.passenger.international.long.fuel","2015",120,4e+12,3.34e+10,5.62e-08,1800000,18500
"rcp8","plane.passenger.international.long.fuel","2020",120,4.85e+12,4.05e+10,5.32e-08,1800000,22500
"rcp8","plane.passenger.international.long.fuel","2025",120,5.89e+12,4.93e+10,5.01e-08,1800000,27400
"rcp8","plane.passenger.international.long.fuel","2030",119,7.18e+12,6.01e+10,4.72e-08,1800000,33400
"rcp8","plane.passenger.international.long.fuel","2035",119,8.78e+12,7.37e+10,4.49e-08,1800000,40900
"rcp8","plane.passenger.international.long.fuel","2040",119,1.08e+13,9.08e+10,4.37e-08,1800000,50400
"rcp8","plane.passenger.international.long.fuel","2045",119,1.34e+13,1.12e+11,4.27e-08,1800000,62500
"rcp8","plane.passenger.international.long.fuel","2050",119,1.66e+13,1.4e+11,4.16e-08,1800000,77900
"rcp8","plane.passenger.international.long.H2","2011",119,0,0,6.07e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2015",120,0,0,6.01e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2020",120,0,0,5.86e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2025",120,0,0,5.8e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2030",119,0,0,5.74e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2035",119,0,0,5.71e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2040",119,0,0,5.68e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2045",119,0,0,5.66e-08,1800000,0
"rcp8","plane.passenger.international.long.H2","2050",119,0,0,5.63e-08,1800000,0
"rcp8","train.passenger.international.fuel","2011",384,0,0,3.07e-08,150000,0
"rcp8","train.passenger.international.fuel","2015",388,2.74e+10,70500000,2.85e-08,150000,470
"rcp8","train.passenger.international.fuel","2020",388,3.04e+10,78400000,2.69e-08,150000,523
"rcp8","train.passenger.international.fuel","2025",387,3.28e+10,84600000,2.54e-08,150000,564
"rcp8","train.passenger.international.fuel","2030",387,3.39e+10,87600000,2.39e-08,150000,584
"rcp8","train.passenger.international.fuel","2035",386,3.28e+10,8.5e+07,2.27e-08,150000,567
"rcp8","train.passenger.international.fuel","2040",386,2.84e+10,73600000,2.21e-08,150000,491
"rcp8","train.passenger.international.fuel","2045",385,1.85e+10,47900000,2.16e-08,150000,320
"rcp8","train.passenger.international.fuel","2050",384,0,0,2.11e-08,150000,0
"rcp8","train.passenger.international.elec","2011",384,0,0,1.26e-08,150000,0
"rcp8","train.passenger.international.elec","2015",388,5.38e+10,1.39e+08,1.25e-08,150000,924
"rcp8","train.passenger.international.elec","2020",388,5.39e+10,1.39e+08,1.22e-08,150000,927
"rcp8","train.passenger.international.elec","2025",387,5.26e+10,1.36e+08,1.21e-08,150000,906
"rcp8","train.passenger.international.elec","2030",387,4.93e+10,1.28e+08,1.2e-08,150000,851
"rcp8","train.passenger.international.elec","2035",386,4.35e+10,1.13e+08,1.19e-08,150000,751
"rcp8","train.passenger.international.elec","2040",386,3.42e+10,88700000,1.18e-08,150000,591
"rcp8","train.passenger.international.elec","2045",385,2.03e+10,52600000,1.18e-08,150000,351
"rcp8","train.passenger.international.elec","2050",384,0,0,1.17e-08,150000,0
"rcp6","walk.passenger.urban","2011",1,2.7e+12,2.7e+12,0,0,0
"rcp6","walk.passenger.urban","2015",1,3.05e+12,3.05e+12,0,0,0
"rcp6","walk.passenger.urban","2020",1,3.39e+12,3.39e+12,0,0,0
"rcp6","walk.passenger.urban","2025",1,3.52e+12,3.52e+12,0,0,0
"rcp6","walk.passenger.urban","2030",1,3.52e+12,3.52e+12,0,0,0
"rcp6","walk.passenger.urban","2035",1,3.36e+12,3.36e+12,0,0,0
"rcp6","walk.passenger.urban","2040",1,3.07e+12,3.07e+12,0,0,0
"rcp6","walk.passenger.urban","2045",1,2.69e+12,2.69e+12,0,0,0
"rcp6","walk.passenger.urban","2050",1,2.21e+12,2.21e+12,0,0,0
"rcp6","bike.passenger.urban","2011",1,1.91e+12,1.91e+12,0,1000,1.91e+09
"rcp6","bike.passenger.urban","2015",1,2.16e+12,2.16e+12,0,1000,2.16e+09
"rcp6","bike.passenger.urban","2020",1,2.38e+12,2.38e+12,0,1000,2.38e+09
"rcp6","bike.passenger.urban","2025",1,2.44e+12,2.44e+12,0,1000,2.44e+09
"rcp6","bike.passenger.urban","2030",1,2.39e+12,2.39e+12,0,1000,2.39e+09
"rcp6","bike.passenger.urban","2035",1,2.21e+12,2.21e+12,0,1000,2.21e+09
"rcp6","bike.passenger.urban","2040",1,1.94e+12,1.94e+12,0,1000,1.94e+09
"rcp6","bike.passenger.urban","2045",1,1.59e+12,1.59e+12,0,1000,1.59e+09
"rcp6","bike.passenger.urban","2050",1,1.16e+12,1.16e+12,0,1000,1.16e+09
"rcp6","motorbike.passenger.urban.fuel","2011",1.09,3.49e+12,3.21e+12,3.81e-10,10000,3.21e+08
"rcp6","motorbike.passenger.urban.fuel","2015",1.1,4.01e+12,3.65e+12,3.54e-10,10000,3.65e+08
"rcp6","motorbike.passenger.urban.fuel","2020",1.1,4.68e+12,4.24e+12,3.33e-10,9830,4.32e+08
"rcp6","motorbike.passenger.urban.fuel","2025",1.11,5.15e+12,4.66e+12,3.1e-10,9660,4.82e+08
"rcp6","motorbike.passenger.urban.fuel","2030",1.11,5.5e+12,4.96e+12,2.91e-10,9490,5.23e+08
"rcp6","motorbike.passenger.urban.fuel","2035",1.11,5.7e+12,5.13e+12,2.76e-10,9310,5.5e+08
"rcp6","motorbike.passenger.urban.fuel","2040",1.11,5.78e+12,5.18e+12,2.67e-10,9140,5.67e+08
"rcp6","motorbike.passenger.urban.fuel","2045",1.12,5.78e+12,5.17e+12,2.59e-10,8970,5.76e+08
"rcp6","motorbike.passenger.urban.fuel","2050",1.12,5.71e+12,5.1e+12,2.53e-10,8800,5.8e+08
"rcp6","motorbike.passenger.urban.elec","2011",1.09,4.16e+10,3.82e+10,1.06e-10,10000,3820000
"rcp6","motorbike.passenger.urban.elec","2015",1.1,3.02e+11,2.74e+11,1.05e-10,10000,27400000
"rcp6","motorbike.passenger.urban.elec","2020",1.1,6.39e+11,5.79e+11,1.02e-10,9830,58900000
"rcp6","motorbike.passenger.urban.elec","2025",1.11,1.06e+12,9.54e+11,1.01e-10,9660,98700000
"rcp6","motorbike.passenger.urban.elec","2030",1.11,1.55e+12,1.4e+12,9.92e-11,9490,1.47e+08
"rcp6","motorbike.passenger.urban.elec","2035",1.11,2.11e+12,1.9e+12,9.84e-11,9310,2.04e+08
"rcp6","motorbike.passenger.urban.elec","2040",1.11,2.72e+12,2.44e+12,9.77e-11,9140,2.67e+08
"rcp6","motorbike.passenger.urban.elec","2045",1.12,3.39e+12,3.04e+12,9.7e-11,8970,3.38e+08
"rcp6","motorbike.passenger.urban.elec","2050",1.12,4.14e+12,3.69e+12,9.64e-11,8800,4.2e+08
"rcp6","car.passenger.urban.ICE.liquid","2011",1.6,1.27e+13,7.91e+12,7.63e-10,15000,5.27e+08
"rcp6","car.passenger.urban.ICE.liquid","2015",1.6,1.51e+13,9.42e+12,7.07e-10,15000,6.28e+08
"rcp6","car.passenger.urban.ICE.liquid","2020",1.59,1.89e+13,1.19e+13,6.65e-10,14700,8.09e+08
"rcp6","car.passenger.urban.ICE.liquid","2025",1.57,2.28e+13,1.45e+13,6.2e-10,14500,1e+09
"rcp6","car.passenger.urban.ICE.liquid","2030",1.56,2.68e+13,1.72e+13,5.81e-10,14200,1.21e+09
"rcp6","car.passenger.urban.ICE.liquid","2035",1.55,3.07e+13,1.99e+13,5.52e-10,14000,1.42e+09
"rcp6","car.passenger.urban.ICE.liquid","2040",1.53,3.47e+13,2.26e+13,5.34e-10,13700,1.65e+09
"rcp6","car.passenger.urban.ICE.liquid","2045",1.52,3.86e+13,2.55e+13,5.18e-10,13500,1.89e+09
"rcp6","car.passenger.urban.ICE.liquid","2050",1.5,4.27e+13,2.84e+13,5.05e-10,13200,2.15e+09
"rcp6","car.passenger.urban.ICE.gas","2011",1.6,1.23e+11,7.68e+10,7.63e-10,15000,5120000
"rcp6","car.passenger.urban.ICE.gas","2015",1.6,1.55e+11,9.71e+10,7.07e-10,15000,6480000
"rcp6","car.passenger.urban.ICE.gas","2020",1.59,2.28e+11,1.44e+11,6.65e-10,14700,9760000
"rcp6","car.passenger.urban.ICE.gas","2025",1.57,3.15e+11,2.01e+11,6.2e-10,14500,13800000
"rcp6","car.passenger.urban.ICE.gas","2030",1.56,4.2e+11,2.69e+11,5.81e-10,14200,18900000
