"scenario","key","measure","type","year","value"
"IEA4","cool","efficiency","cooling.chillers.non residential","2025",1.8
"IEA4","cool","efficiency","cooling.chillers.non residential","2030",1.8
"IEA4","cool","efficiency","cooling.chillers.non residential","2035",1.8
"IEA4","cool","efficiency","cooling.chillers.non residential","2040",1.8
"IEA4","cool","efficiency","cooling.chillers.non residential","2045",1.8
"IEA4","cool","efficiency","cooling.chillers.non residential","2050",1.8
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2011",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2015",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2020",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2025",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2030",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2035",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2040",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2045",1
"IEA4","cool","efficiency","cooling.solarcooling.non residential","2050",1
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2011",0.3
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2015",0.335897436
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2020",0.380769231
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2025",0.425641026
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2030",0.470512821
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2035",0.515384615
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2040",0.56025641
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2045",0.605128205
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban","2050",0.65
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2011",0.3
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2015",0.320512821
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2020",0.346153846
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2025",0.371794872
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2030",0.397435897
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2035",0.423076923
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2040",0.448717949
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2045",0.474358974
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.urban.no.elec","2050",0.5
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2011",0.3
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2015",0.335897436
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2020",0.380769231
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2025",0.425641026
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2030",0.470512821
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2035",0.515384615
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2040",0.56025641
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2045",0.605128205
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural","2050",0.65
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2011",0.3
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2015",0.320512821
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2020",0.346153846
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2025",0.371794872
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2030",0.397435897
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2035",0.423076923
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2040",0.448717949
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2045",0.474358974
"IEA4","cook","efficiency","cooker.traditionalbiomass.stoves.rural.no.elec","2050",0.5
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2011",211.7905988
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2015",219.1814016
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2020",213.1431529
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2025",202.2484282
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2030",186.2973158
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2035",165.1228961
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2040",140.1481435
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2045",111.6220026
"IEA4","space","heat_demand_TWh","heater.solid.boiler.urban.space","2050",80.9492945
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2011",423.5811976
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2015",473.0159893
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2020",493.7284965
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2025",509.0651981
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2030",517.81392
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2035",518.1008971
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2040",512.314676
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2045",499.0059224
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.urban.space","2050",480.9340438
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2011",1664.068991
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2015",1858.277101
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2020",1949.204426
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2025",2020.458325
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2030",2067.055567
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2035",2081.206273
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2040",2072.10076
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2045",2033.482579
"IEA4","space","heat_demand_TWh","heater.gas.boiler.urban.space","2050",1976.11513
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2011",60.51159966
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2015",67.57371276
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2020",93.91859816
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2025",123.0334958
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2030",154.2041454
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2035",186.1139145
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2040",218.6311038
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2045",250.1718699
"IEA4","space","heat_demand_TWh","heater.heatpump.urban.space","2050",280.9416691
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2011",90.76739948
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2015",118.6871622
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2020",147.8400623
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2025",179.2682834
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2030",212.1133944
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2035",244.8307264
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2040",277.5351593
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2045",308.4526881
"IEA4","space","heat_demand_TWh","heater.electricity.urban.space","2050",338.0823476
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2011",0
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2015",0
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2020",7.870273589
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2025",16.93121501
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2030",27.00072584
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2035",37.72579348
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2040",48.94726204
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2045",60.20178688
"IEA4","space","heat_demand_TWh","heater.solar.urban.space","2050",71.42584809
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2011",60.51159966
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2015",67.57371276
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2020",82.90021514
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2025",99.32979475
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2030",116.4031292
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2035",133.2978036
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2040",150.1049369
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2045",165.8893683
"IEA4","space","heat_demand_TWh","heater.microchp.urban.space","2050",180.9454818
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2011",514.3485971
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2015",574.3765584
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2020",684.1891173
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2025",800.2820963
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2030",919.2247108
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2035",1034.944268
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2040",1148.629083
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2045",1253.534985
"IEA4","space","heat_demand_TWh","heater.districtheating.urban.space","2050",1352.32939
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2011",283.6595771
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2015",300.4286311
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2020",296.7457007
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2025",291.5609789
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2030",283.2911979
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2035",271.0393556
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2040",256.1707478
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2045",238.0641706
"IEA4","space","heat_demand_TWh","heater.solid.boiler.rural.space","2050",217.1954444
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2011",55.34821017
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2015",60.02160059
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2020",60.01079766
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2025",59.74916115
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2030",58.9034163
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2035",57.26312819
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2040",55.08564095
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2045",52.2063433
"IEA4","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2050",48.68640098
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2011",115.3087712
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2015",125.0450012
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2020",131.87558
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2025",138.6486945
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2030",144.5097146
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2035",148.725069
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2040",151.6850983
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2045",152.6640039
"IEA4","space","heat_demand_TWh","heater.gas.boiler.rural.space","2050",151.468803
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2011",2.306175424
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2015",2.500900024
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2020",5.815861255
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2025",9.345381616
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2030",12.99802053
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2035",16.6222136
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2040",20.15815122
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2045",23.41375397
"IEA4","space","heat_demand_TWh","heater.heatpump.rural.space","2050",26.23656053
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2011",4.612350847
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2015",12.18387191
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2020",19.71864766
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2025",27.71402577
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2030",35.92604946
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2035",43.98738159
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2040",51.78991884
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2045",58.87918205
"IEA4","space","heat_demand_TWh","heater.electricity.rural.space","2050",64.91520131
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2011",0
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2015",0
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2020",1.111311068
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2025",2.29804466
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2030",3.534204978
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2035",4.771927349
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2040",5.987569669
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2045",7.119046814
"IEA4","space","heat_demand_TWh","heater.solar.rural.space","2050",8.114400163
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2011",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2015",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2020",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2025",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2030",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2035",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2040",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2045",0
"IEA4","space","heat_demand_TWh","heater.microchp.rural.space","2050",0
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2011",0
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2015",0
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2020",3.333933203
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2025",6.894133979
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2030",10.60261493
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2035",14.31578205
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2040",17.96270901
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2045",21.35714044
"IEA4","space","heat_demand_TWh","heater.districtheating.rural.space","2050",24.34320049
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2011",-385.073816
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2015",-402.2623371
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2020",-391.1672263
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2025",-371.1603987
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2030",-341.8758929
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2035",-303.0083392
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2040",-257.1698415
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2045",-204.8178969
"IEA4","space","energy_demand_TWh","heater.solid.boiler.urban.space","2050",-148.5308156
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2011",-705.9686627
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2015",-768.6509826
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2020",-775.3782583
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2025",-773.500301
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2030",-762.0452288
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2035",-739.2157672
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2040",-709.3288021
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2045",-671.0438737
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2050",-628.6719527
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2011",-2133.421783
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2015",-2376.157604
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2020",-2457.43423
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2025",-2512.000741
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2030",-2534.8404
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2035",-2517.811365
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2040",-2473.474016
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2045",-2395.532684
"IEA4","space","energy_demand_TWh","heater.gas.boiler.urban.space","2050",-2297.808291
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2011",-30.25579983
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2015",-33.78685638
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2020",-45.97413896
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2025",-58.98866235
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2030",-72.4449005
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2035",-85.71035535
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2040",-98.73662752
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2045",-110.8356386
"IEA4","space","energy_demand_TWh","heater.heatpump.urban.space","2050",-122.1485518
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2011",-90.76739948
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2015",-118.6871622
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2020",-147.8400623
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2025",-179.2682834
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2030",-212.1133944
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2035",-244.8307264
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2040",-277.5351593
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2045",-308.4526881
"IEA4","space","energy_demand_TWh","heater.electricity.urban.space","2050",-338.0823476
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2011",0
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2015",0
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2020",-18.41591403
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2025",-38.09314075
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2030",-58.49693004
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2035",-78.81191934
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2040",-98.72628399
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2045",-117.3767163
"IEA4","space","energy_demand_TWh","heater.solar.urban.space","2050",-134.7657511
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2011",-121.0231993
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2015",-135.1474255
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2020",-164.3913615
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2025",-195.3113942
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2030",-226.9698898
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2035",-257.7581838
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2040",-287.8724818
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2045",-315.5504288
"IEA4","space","energy_demand_TWh","heater.microchp.urban.space","2050",-341.4065695
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2011",-514.3485971
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2015",-574.3765584
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2020",-684.1891173
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2025",-800.2820963
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2030",-919.2247108
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2035",-1034.944268
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2040",-1148.629083
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2045",-1253.534985
"IEA4","space","energy_demand_TWh","heater.districtheating.urban.space","2050",-1352.32939
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2011",-515.7446856
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2015",-551.3748995
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2020",-544.5973332
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2025",-535.0641789
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2030",-519.8702452
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2035",-497.3700616
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2040",-470.0696632
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2045",-436.8296718
"IEA4","space","energy_demand_TWh","heater.solid.boiler.rural.space","2050",-398.5237511
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2011",-92.24701694
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2015",-97.53510095
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2020",-94.24424173
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2025",-90.78600208
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2030",-86.68571008
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2035",-81.70186054
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2040",-76.26920238
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2045",-70.20507227
"IEA4","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2050",-63.64235422
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2011",-147.8317579
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2015",-159.8936081
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2020",-166.2604293
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2025",-172.3795136
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2030",-177.2129732
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2035",-179.9253029
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2040",-181.067039
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2045",-179.8449688
"IEA4","space","energy_demand_TWh","heater.gas.boiler.rural.space","2050",-176.1265152
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2011",-1.153087712
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2015",-1.250450012
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2020",-2.84692509
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2025",-4.480662419
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2030",-6.106452598
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2035",-7.654966789
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2040",-9.103681195
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2045",-10.37318214
"IEA4","space","energy_demand_TWh","heater.heatpump.rural.space","2050",-11.40720023
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2011",-4.612350847
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2015",-12.18387191
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2020",-19.71864766
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2025",-27.71402577
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2030",-35.92604946
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2035",-43.98738159
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2040",-51.78991884
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2045",-58.87918205
"IEA4","space","energy_demand_TWh","heater.electricity.rural.space","2050",-64.91520131
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2011",0
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2015",0
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2020",-2.600393602
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2025",-5.170316401
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2030",-7.656836433
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2035",-9.968902405
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2040",-12.076886
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2045",-13.88015841
"IEA4","space","energy_demand_TWh","heater.solar.rural.space","2050",-15.31018899
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2011",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2015",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2020",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2025",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2030",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2035",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2040",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2045",0
"IEA4","space","energy_demand_TWh","heater.microchp.rural.space","2050",0
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2011",0
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2015",0
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2020",-3.333933203
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2025",-6.894133979
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2030",-10.60261493
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2035",-14.31578205
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2040",-17.96270901
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2045",-21.35714044
"IEA4","space","energy_demand_TWh","heater.districtheating.rural.space","2050",-24.34320049
"IEA4","space","households","heater.solid.boiler.urban.space","2011",95283895.79
"IEA4","space","households","heater.solid.boiler.urban.space","2015",98357356.77
"IEA4","space","households","heater.solid.boiler.urban.space","2020",98661351.02
"IEA4","space","households","heater.solid.boiler.urban.space","2025",96805564.88
"IEA4","space","households","heater.solid.boiler.urban.space","2030",92455275.79
"IEA4","space","households","heater.solid.boiler.urban.space","2035",85218412.31
"IEA4","space","households","heater.solid.boiler.urban.space","2040",75465334.06
