Baseline,Mitigation,Baseline 2050 GHG Emissions,Mitigation 2050 GHG Emissions,Difference in 2050 GHG Emissions
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500_COV_NDCp,53.57964482,48.20496743,5.374677393
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500_NDCp,56.40831603,49.59284687,6.815469159
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500f,57.12137305,49.2075692,7.913803842
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500f_COV,54.28086583,47.87889422,6.401971604
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500f_COV_NDCp,53.57964482,47.76487576,5.814769053
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500f_NDCp,56.40831603,49.24152369,7.166792339
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000,57.12137305,54.85330842,2.268064623
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000_COV,54.28086583,53.11313171,1.167734117
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000_COV_NDCp,53.57964482,53.08908459,0.490560232
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000_NDCp,56.40831603,54.95456392,1.453752106
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000f,57.12137305,54.3291462,2.792226848
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000f_COV,54.28086583,53.04158479,1.239281038
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000f_COV_NDCp,53.57964482,53.00423763,0.575407183
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_3000f_NDCp,56.40831603,54.37028597,2.038030063
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_200f,47.72968379,8.502202618,39.22748117
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_300f,47.72968379,10.1845275,37.54515628
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_400f,47.72968379,11.98321808,35.7464657
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_450,48.10423209,5.050486365,43.05374573
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_450f,47.72968379,12.82855734,34.90112644
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_500,53.67955523,6.431803793,47.24775143
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_500f,53.39968409,13.61156558,39.78811851
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600,53.67955523,8.96845656,44.71109867
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600_COV,52.15207956,9.54272654,42.60935302
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600_DR10p,53.67955523,7.26614366,46.41341157
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600_DR1p,53.67955523,10.04293673,43.63661849
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600_DR2p,53.67955523,9.608566127,44.0709891
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600_DR3p,53.67955523,9.408683022,44.2708722
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600_DR4p,53.67955523,9.170251869,44.50930336
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f,53.39968409,15.38290652,38.01677757
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f_COV,51.91787162,16.01156559,35.90630603
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f_DR10p,53.39968409,17.48201341,35.91767068
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f_DR1p,53.39968409,13.34194788,40.05773621
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f_DR2p,53.39968409,14.03113235,39.36855174
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f_DR3p,53.39968409,14.667182,38.73250209
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_600f_DR4p,53.39968409,15.01522621,38.38445788
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_700,53.67955523,11.56901617,42.11053906
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_700_COV,52.15207956,12.15452148,39.99755808
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_700f,53.39968409,17.61934884,35.78033524
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_700f_COV,51.91787162,18.26003251,33.65783911
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_800,53.67955523,14.04500171,39.63455351
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_800_COV,52.15207956,14.88547647,37.26660309
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_800f,53.39968409,19.82860739,33.5710767
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_800f_COV,51.91787162,20.45190772,31.4659639
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_900,53.67955523,16.54720293,37.1323523
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_900_COV,52.15207956,17.47712467,34.67495489
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_900f,53.39968409,22.43675933,30.96292476
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_900f_COV,51.91787162,22.82805631,29.08981532
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000,53.67955523,19.52106584,34.15848938
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000_COV,52.15207956,20.42998018,31.72209938
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000_DR10p,53.67955523,17.09887535,36.58067988
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000_DR1p,53.67955523,18.39755986,35.28199537
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000_DR2p,53.67955523,19.7087668,33.97078842
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000_DR3p,53.67955523,19.85706632,33.82248891
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000_DR4p,53.67955523,19.65971046,34.01984477
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f,53.39968409,24.47699569,28.9226884
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f_COV,51.91787162,24.60344089,27.31443073
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f_DR10p,53.39968409,27.69296351,25.70672058
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f_DR1p,53.39968409,18.39874356,35.00094053
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f_DR2p,53.39968409,20.4563411,32.94334299
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f_DR3p,53.39968409,21.96399701,31.43568708
MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1000f_DR4p,53.39968409,23.21390806,30.18577603
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1200,66.30378377,25.04751608,41.25626769
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1200_COV,62.48494098,25.55290968,36.9320313
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1200f,66.30378377,28.50481759,37.79896618
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1200f_COV,62.48494098,28.5838795,33.90106148
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1400,66.30378377,29.68792522,36.61585855
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1400_COV,62.48494098,30.33944263,32.14549835
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1400f,66.30378377,32.30933154,33.99445223
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1400f_COV,62.48494098,32.45690498,30.028036
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1600,66.30378377,34.43054459,31.87323918
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1600_COV,62.48494098,34.40045198,28.084489
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1600f,66.30378377,35.6102207,30.69356307
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1600f_COV,62.48494098,35.0485405,27.43640048
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1800,66.30378377,37.7015566,28.60222718
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1800_COV,62.48494098,37.36681166,25.11812932
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1800f,66.30378377,38.28163142,28.02215235
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_1800f_COV,62.48494098,37.60240276,24.88253822
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2000,66.30378377,41.31941985,24.98436393
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2000_COV,62.48494098,40.82983883,21.65510215
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2000f,66.30378377,41.65109262,24.65269115
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2000f_COV,62.48494098,40.8782072,21.60673378
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500,66.30378377,48.10423209,18.19955168
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500_COV,62.48494098,47.14304181,15.34189917
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500f,66.30378377,47.72968379,18.57409999
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_2500f_COV,62.48494098,46.36291074,16.12203024
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000,66.30378377,53.67955523,12.62422855
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000_COV,62.48494098,52.15207956,10.33286141
MESSAGEix-GLOBIOM_1.1|EN_NPi2100,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f,66.30378377,53.39968409,12.90409968
MESSAGEix-GLOBIOM_1.1|EN_NPi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_NPi2020_3000f_COV,62.48494098,51.91787162,10.56706936
MESSAGEix-GLOBIOM_1.1|NGFS2_Current Policies,MESSAGEix-GLOBIOM_1.1|NGFS2_Below 2°C,61.34905089,20.12152216,41.22752873
MESSAGEix-GLOBIOM_1.1|NGFS2_Current Policies,MESSAGEix-GLOBIOM_1.1|NGFS2_Delayed Transition,61.34905089,14.54174425,46.80730665
MESSAGEix-GLOBIOM_1.1|NGFS2_Current Policies,MESSAGEix-GLOBIOM_1.1|NGFS2_Divergent Net Zero Policies,61.34905089,8.178518348,53.17053255
MESSAGEix-GLOBIOM_1.1|NGFS2_Current Policies,MESSAGEix-GLOBIOM_1.1|NGFS2_Nationally Determined Contributions (NDCs),61.34905089,42.18984163,19.15920926
MESSAGEix-GLOBIOM_1.1|NGFS2_Current Policies,MESSAGEix-GLOBIOM_1.1|NGFS2_Net-Zero 2050,61.34905089,9.26505564,52.08399526
MESSAGEix-GLOBIOM_1.2|COV_GreenPush,MESSAGEix-GLOBIOM_1.2|COV_GreenPush_1000,64.62734197,20.30450176,44.32284021
MESSAGEix-GLOBIOM_1.2|COV_GreenPush,MESSAGEix-GLOBIOM_1.2|COV_GreenPush_550,64.62734197,7.522833604,57.10450837
MESSAGEix-GLOBIOM_1.2|COV_NoPolicyNoCOVID,MESSAGEix-GLOBIOM_1.2|COV_NoPolicyNoCOVID_1000,70.4918891,18.94159387,51.55029523
MESSAGEix-GLOBIOM_1.2|COV_NoPolicyNoCOVID,MESSAGEix-GLOBIOM_1.2|COV_NoPolicyNoCOVID_550,70.4918891,6.515212449,63.97667666
MESSAGEix-GLOBIOM_1.2|COV_Restore,MESSAGEix-GLOBIOM_1.2|COV_Restore_1000,67.41979488,19.94598646,47.47380842
MESSAGEix-GLOBIOM_1.2|COV_Restore,MESSAGEix-GLOBIOM_1.2|COV_Restore_550,67.41979488,7.215605704,60.20418918
MESSAGEix-GLOBIOM_1.2|COV_SelfReliance,MESSAGEix-GLOBIOM_1.2|COV_SelfReliance_1000,69.96369465,19.68130714,50.28238751
MESSAGEix-GLOBIOM_1.2|COV_SelfReliance,MESSAGEix-GLOBIOM_1.2|COV_SelfReliance_550,69.96369465,7.081367059,62.88232759
MESSAGEix-GLOBIOM_1.2|COV_SmartUse,MESSAGEix-GLOBIOM_1.2|COV_SmartUse_1000,67.44905696,19.95863034,47.49042662
MESSAGEix-GLOBIOM_1.2|COV_SmartUse,MESSAGEix-GLOBIOM_1.2|COV_SmartUse_550,67.44905696,7.264724491,60.18433247
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_int_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_int_lc_50,40.56905506,19.12192599,21.44712907
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_int_mc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_int_mc_50,39.80214773,18.87863841,20.92350932
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_noint_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_noint_lc_50,40.75457642,19.22593098,21.52864544
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_noint_mc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_noint_mc_50,40.03508097,19.04228713,20.99279383
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_noint_mc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_100,40.03508097,13.74399517,26.29108579
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_noint_mc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_120,40.03508097,12.7471815,27.28789947
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_50,39.16950559,20.98801224,18.18149335
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_80,39.16950559,15.32997612,23.83952947
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_CB400,39.16950559,9.087623669,30.08188192
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_CB450,39.16950559,9.396085062,29.77342053
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_CB500,39.16950559,9.800822847,29.36868274
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_CB550,39.16950559,10.17900516,28.99050043
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_lc_CB600,39.16950559,10.57743869,28.5920669
MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_mc_15,MESSAGEix-GLOBIOM_GEI 1.0|SSP2_openres_mc_50,39.13006897,18.97097576,20.15909321
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2020_1.5C-2100,41.60263133,7.010476328,34.592155
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2020_Med2C,41.60263133,26.86560096,14.73703038
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2020_WB2C,41.60263133,17.26835242,24.33427891
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2030_1.5C-2100,41.60263133,5.004770224,36.59786111
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2030_Med2C,41.60263133,23.93471929,17.66791204
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2030_Price1.5C,41.60263133,7.545641572,34.05698976
POLES ADVANCE|ADVANCE_INDC,POLES ADVANCE|ADVANCE_2030_WB2C,41.60263133,16.36019478,25.24243655
POLES EMF30|EMF30_Baseline,POLES EMF30|EMF30_D_CO2-Only,71.1724822,22.28482197,48.88766023
POLES EMF30|EMF30_Baseline,POLES EMF30|EMF30_Slower-to-faster,71.1724822,11.70116235,59.47131985
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_Med2C_cost100,69.61371748,25.30936146,44.30435601
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_Med2C_full,69.61371748,25.39913624,44.21458124
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_Med2C_limbio,69.61371748,23.85418765,45.75952983
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_Med2C_nobeccs,69.61371748,18.01539391,51.59832357
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_Med2C_nofuel,69.61371748,25.41085242,44.20286505
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_Med2C_none,69.61371748,17.50514099,52.10857648
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_tax_hi_full,69.61371748,35.60738506,34.00633242
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_tax_hi_none,69.61371748,37.04065298,32.5730645
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_tax_lo_full,69.61371748,48.81892973,20.79478774
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_tax_lo_none,69.61371748,48.89635335,20.71736413
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_WB2C_cost100,69.61371748,14.69489087,54.91882661
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_WB2C_full,69.61371748,15.01418138,54.5995361
POLES EMF33|EMF33_Baseline,POLES EMF33|EMF33_WB2C_nofuel,69.61371748,14.37695603,55.23676145
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_300f,56.25334948,14.44885597,41.80449351
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_400f,56.25334948,14.57340739,41.67994209
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_500f,56.25334948,15.33878059,40.9145689
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_600f,56.25334948,16.62354421,39.62980527
POLES ENGAGE|EN_INDCi2100_COV,POLES ENGAGE|EN_INDCi2030_600f_COV,52.69057085,15.29871907,37.39185178
POLES ENGAGE|EN_INDCi2100_COV_NDCp,POLES ENGAGE|EN_INDCi2030_600f_COV_NDCp,45.83675771,15.03588011,30.80087761
POLES ENGAGE|EN_INDCi2100_NDCp,POLES ENGAGE|EN_INDCi2030_600f_NDCp,48.46941265,16.19684055,32.2725721
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_700f,56.25334948,17.68443692,38.56891257
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_800f,56.25334948,18.89061781,37.36273168
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_900,56.25334948,14.8120898,41.44125968
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_900f,56.25334948,20.92015486,35.33319462
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1000,56.25334948,18.22612987,38.02721961
POLES ENGAGE|EN_INDCi2100_COV,POLES ENGAGE|EN_INDCi2030_1000_COV,52.69057085,19.48979094,33.20077991
POLES ENGAGE|EN_INDCi2100_COV_NDCp,POLES ENGAGE|EN_INDCi2030_1000_COV_NDCp,45.83675771,19.30995402,26.52680369
POLES ENGAGE|EN_INDCi2100_NDCp,POLES ENGAGE|EN_INDCi2030_1000_NDCp,48.46941265,19.23281612,29.23659653
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1000f,56.25334948,22.49001958,33.76332991
POLES ENGAGE|EN_INDCi2100_COV,POLES ENGAGE|EN_INDCi2030_1000f_COV,52.69057085,22.56141401,30.12915684
POLES ENGAGE|EN_INDCi2100_COV_NDCp,POLES ENGAGE|EN_INDCi2030_1000f_COV_NDCp,45.83675771,22.76653992,23.07021779
POLES ENGAGE|EN_INDCi2100_NDCp,POLES ENGAGE|EN_INDCi2030_1000f_NDCp,48.46941265,23.2980647,25.17134795
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1200,56.25334948,23.78506092,32.46828856
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1200f,56.25334948,26.13354707,30.11980241
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1400,56.25334948,29.84640542,26.40694407
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1400f,56.25334948,29.20329139,27.05005809
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1600,56.25334948,33.62775221,22.62559727
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1600f,56.25334948,33.62775221,22.62559727
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1800,56.25334948,35.91564749,20.33770199
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_1800f,56.25334948,35.91564749,20.33770199
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_2000,56.25334948,37.78042259,18.47292689
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_2000f,56.25334948,37.78042259,18.47292689
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_2500,56.25334948,44.50493636,11.74841313
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_2500f,56.25334948,44.50493636,11.74841313
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_3000,56.25334948,51.94587034,4.307479145
POLES ENGAGE|EN_INDCi2100,POLES ENGAGE|EN_INDCi2030_3000f,56.25334948,51.94587034,4.307479145
POLES ENGAGE|EN_NPi2020_3000f,POLES ENGAGE|EN_NPi2020_300f,48.46341377,13.52325973,34.94015404
POLES ENGAGE|EN_NPi2020_3000f,POLES ENGAGE|EN_NPi2020_400f,48.46341377,13.30729277,35.156121
POLES ENGAGE|EN_NPi2020_3000,POLES ENGAGE|EN_NPi2020_500,48.46341377,12.20807162,36.25534215
POLES ENGAGE|EN_NPi2020_3000f,POLES ENGAGE|EN_NPi2020_500f,48.46341377,14.35299555,34.11041822
POLES ENGAGE|EN_NPi2020_3000,POLES ENGAGE|EN_NPi2020_600,48.46341377,13.41368959,35.04972418
