Baseline,Mitigation,Baseline 2050 GHG Emissions,Mitigation 2050 GHG Emissions,Difference in 2050 GHG Emissions
IMAGE 3.0.1|EMF30_Slower-Action,IMAGE 3.0.1|EMF30_ClimPolicy+SLCF,54.61714518,21.58211121,33.03503397
IMAGE 3.0.1|EMF30_Slower-Action,IMAGE 3.0.1|EMF30_D_CO2-Only,54.61714518,26.28893797,28.3282072
IMAGE 3.0.1|EMF30_Slower-Action,IMAGE 3.0.1|EMF30_Slower-Action+SLCF,54.61714518,53.35838834,1.258756841
IMAGE 3.0.1|EMF30_Slower-Action,IMAGE 3.0.1|EMF30_Slower-to-faster,54.61714518,21.75496015,32.86218503
IMAGE 3.0.1|EMF30_Slower-Action,IMAGE 3.0.1|EMF30_Slower-to-faster+SLCF,54.61714518,21.73417887,32.88296631
IMAGE 3.0.1|EMF30_Slower-Action,IMAGE 3.0.1|EMF30_Slower-to-faster+SLCF+HFC,54.61714518,21.73123182,32.88591336
IMAGE 3.0.1|SSP1-Baseline,IMAGE 3.0.1|SSP1-26,60.89086714,25.60848583,35.28238131
IMAGE 3.0.1|SSP1-Baseline,IMAGE 3.0.1|SSP1-34,60.89086714,44.23976588,16.65110126
IMAGE 3.0.1|SSP1-Baseline,IMAGE 3.0.1|SSP1-45,60.89086714,55.45681355,5.434053594
IMAGE 3.0.1|SSP2-45,IMAGE 3.0.1|SSP2-26,55.06263923,19.39569751,35.66694172
IMAGE 3.0.1|SSP2-60,IMAGE 3.0.1|SSP2-34,71.55060634,35.96600532,35.58460102
IMAGE 3.0.1|SSP2-Baseline,IMAGE 3.0.1|SSP2-45,77.28515231,55.06263923,22.22251308
IMAGE 3.0.1|SSP2-Baseline,IMAGE 3.0.1|SSP2-60,77.28515231,71.55060634,5.734545971
IMAGE 3.0.1|SSP3-60,IMAGE 3.0.1|SSP3-34,75.32242586,31.06475662,44.25766924
IMAGE 3.0.1|SSP3-60,IMAGE 3.0.1|SSP3-45,75.32242586,51.8460314,23.47639446
IMAGE 3.0.1|SSP3-Baseline,IMAGE 3.0.1|SSP3-60,83.73845165,75.32242586,8.416025793
IMAGE 3.0.1|SSP4-45,IMAGE 3.0.1|SSP4-26,56.58475104,14.51508258,42.06966846
IMAGE 3.0.1|SSP4-60,IMAGE 3.0.1|SSP4-34,69.65637091,35.08080206,34.57556885
IMAGE 3.0.1|SSP4-Baseline,IMAGE 3.0.1|SSP4-45,70.79856902,56.58475104,14.21381798
IMAGE 3.0.1|SSP4-Baseline,IMAGE 3.0.1|SSP4-60,70.79856902,69.65637091,1.142198107
IMAGE 3.0.1|SSP5-60,IMAGE 3.0.1|SSP5-34,85.31692066,39.47375485,45.84316582
IMAGE 3.0.1|SSP5-Baseline,IMAGE 3.0.1|SSP5-45,111.1261414,59.09096014,52.03518123
IMAGE 3.0.1|SSP5-Baseline,IMAGE 3.0.1|SSP5-60,111.1261414,85.31692066,25.80922071
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_Med2C_cost100,76.83920041,31.52437377,45.31482664
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_Med2C_full,76.83920041,30.92258863,45.91661177
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_Med2C_limbio,76.83920041,30.42171716,46.41748325
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_Med2C_nobeccs,76.83920041,29.52352822,47.31567219
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_Med2C_nofuel,76.83920041,30.05894096,46.78025945
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_Med2C_none,76.83920041,27.95003572,48.88916469
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_tax_hi_full,76.83920041,27.57500992,49.26419049
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_tax_hi_none,76.83920041,32.48161176,44.35758865
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_tax_lo_full,76.83920041,42.32372729,34.51547312
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_tax_lo_none,76.83920041,43.1526742,33.68652621
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_WB2C_cost100,76.83920041,21.33913807,55.50006234
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_WB2C_full,76.83920041,20.96438363,55.87481678
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_WB2C_limbio,76.83920041,21.15797418,55.68122622
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_WB2C_nobeccs,76.83920041,21.01157305,55.82762736
IMAGE 3.0.2|EMF33_Baseline,IMAGE 3.0.2|EMF33_WB2C_nofuel,76.83920041,19.9253827,56.91381771
IMAGE 3.2|SSP1_SPA1_34I_D,IMAGE 3.2|SSP1_SPA1_19I_D,35.40854186,8.658419399,26.75012246
IMAGE 3.2|SSP1_SPA1_34I_LI,IMAGE 3.2|SSP1_SPA1_19I_D_LB,43.51978094,5.587525855,37.93225508
IMAGE 3.2|SSP1_SPA1_34I_LIRE,IMAGE 3.2|SSP1_SPA1_19I_LI,43.79742358,5.110676499,38.68674708
IMAGE 3.2|SSP1_SPA1_34I_RE,IMAGE 3.2|SSP1_SPA1_19I_LIRE,35.33819289,4.766279368,30.57191352
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_19I_LIRE_LB,58.45612408,-0.148560976,58.60468506
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_19I_RE,58.45612408,9.343453636,49.11267044
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_19I_RE_LB,58.45612408,4.654747341,53.80137674
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_26I_D,58.45612408,21.34521974,37.11090434
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_26I_LI,58.45612408,19.61628792,38.83983616
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_26I_LIRE,58.45612408,23.56342082,34.89270326
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_26I_RE,58.45612408,20.0883012,38.36782288
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_34I_D,58.45612408,35.40854186,23.04758222
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_34I_LI,58.45612408,43.51978094,14.93634314
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_34I_LIRE,58.45612408,43.79742358,14.6587005
IMAGE 3.2|SSP1-baseline,IMAGE 3.2|SSP1_SPA1_34I_RE,58.45612408,35.33819289,23.11793119
IMAGE 3.2|SSP2_SPA2_34I_D,IMAGE 3.2|SSP2_SPA0_26I_D,39.49187555,20.87694185,18.61493369
IMAGE 3.2|SSP2_SPA2_34I_D,IMAGE 3.2|SSP2_SPA1_19I_D_LB,39.49187555,9.557070244,29.9348053
IMAGE 3.2|SSP2_SPA2_34I_LIRE,IMAGE 3.2|SSP2_SPA1_19I_LIRE_LB,45.03146541,3.288371647,41.74309376
IMAGE 3.2|SSP2_SPA2_34I_RE,IMAGE 3.2|SSP2_SPA1_19I_RE_LB,37.71801594,8.101191303,29.61682464
IMAGE 3.2|SSP2_SPA2_34I_D,IMAGE 3.2|SSP2_SPA2_19I_D,39.49187555,9.0771543,30.41472125
IMAGE 3.2|SSP2_SPA2_34I_LI,IMAGE 3.2|SSP2_SPA2_19I_LI,39.97168628,4.491028778,35.48065751
IMAGE 3.2|SSP2_SPA2_34I_LIRE,IMAGE 3.2|SSP2_SPA2_19I_LIRE,45.03146541,5.585938184,39.44552722
IMAGE 3.2|SSP2_SPA2_34I_RE,IMAGE 3.2|SSP2_SPA2_19I_RE,37.71801594,6.037408122,31.68060782
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_26I_D,77.27485413,24.88538553,52.38946861
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_26I_LI,77.27485413,23.43965981,53.83519433
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_26I_LIRE,77.27485413,23.71594837,53.55890577
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_26I_RE,77.27485413,22.24666722,55.02818692
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_34I_D,77.27485413,39.49187555,37.78297859
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_34I_LI,77.27485413,39.97168628,37.30316785
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_34I_LIRE,77.27485413,45.03146541,32.24338873
IMAGE 3.2|SSP2-baseline,IMAGE 3.2|SSP2_SPA2_34I_RE,77.27485413,37.71801594,39.55683819
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_2020_1.5C-2100,59.58869725,8.047941066,51.54075619
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_2020_Med2C,59.58869725,32.13593328,27.45276397
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_2020_WB2C,59.58869725,20.08516736,39.50352989
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_2030_Med2C,59.58869725,31.95974336,27.62895389
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_2030_Price1.5C,59.58869725,12.07677418,47.51192307
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_2030_WB2C,59.58869725,17.35696558,42.23173167
MESSAGE-GLOBIOM 1.0|ADVANCE_Reference,MESSAGE-GLOBIOM 1.0|ADVANCE_INDC,59.58869725,42.79581947,16.79287779
MESSAGE-GLOBIOM 1.0|EMF30_Baseline,MESSAGE-GLOBIOM 1.0|EMF30_D_CH4-ClimPolicy,72.78063048,58.38855946,14.39207102
MESSAGE-GLOBIOM 1.0|EMF30_Baseline,MESSAGE-GLOBIOM 1.0|EMF30_Slower-Action,72.78063048,40.89631885,31.88431163
MESSAGE-GLOBIOM 1.0|EMF30_Slower-Action,MESSAGE-GLOBIOM 1.0|EMF30_Slower-to-faster,40.89631885,15.41521538,25.48110348
MESSAGE-GLOBIOM 1.0|EMF33_tax_lo_none,MESSAGE-GLOBIOM 1.0|EMF33_1.5C_cost100,38.17401993,4.567241187,33.60677875
MESSAGE-GLOBIOM 1.0|EMF33_tax_lo_none,MESSAGE-GLOBIOM 1.0|EMF33_1.5C_full,38.17401993,4.607848749,33.56617118
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_Med2C_cost100,72.0741436,28.42723008,43.64691352
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_Med2C_full,72.0741436,27.93285081,44.14129279
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_Med2C_limbio,72.0741436,23.3869177,48.6872259
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_Med2C_nobeccs,72.0741436,20.40253458,51.67160902
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_Med2C_nofuel,72.0741436,26.43607552,45.63806808
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_Med2C_none,72.0741436,19.63606334,52.43808026
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_tax_hi_full,72.0741436,20.94734925,51.12679434
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_tax_hi_none,72.0741436,23.80922186,48.26492174
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_tax_lo_full,72.0741436,35.62237546,36.45176814
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_tax_lo_none,72.0741436,38.17401993,33.90012366
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_WB2C_cost100,72.0741436,15.78050022,56.29364338
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_WB2C_full,72.0741436,15.49587664,56.57826696
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_WB2C_limbio,72.0741436,11.23105656,60.84308704
MESSAGE-GLOBIOM 1.0|EMF33_Baseline,MESSAGE-GLOBIOM 1.0|EMF33_WB2C_nofuel,72.0741436,15.75317057,56.32097302
MESSAGE-GLOBIOM 1.0|SSP1-Baseline,MESSAGE-GLOBIOM 1.0|SSP1-26,60.23275387,26.21184547,34.0209084
MESSAGE-GLOBIOM 1.0|SSP1-Baseline,MESSAGE-GLOBIOM 1.0|SSP1-34,60.23275387,40.5641193,19.66863457
MESSAGE-GLOBIOM 1.0|SSP1-Baseline,MESSAGE-GLOBIOM 1.0|SSP1-45,60.23275387,50.47020883,9.762545043
MESSAGE-GLOBIOM 1.0|SSP2-45,MESSAGE-GLOBIOM 1.0|SSP2-19,53.60471413,9.783179518,43.82153461
MESSAGE-GLOBIOM 1.0|SSP2-45,MESSAGE-GLOBIOM 1.0|SSP2-26,53.60471413,24.58686056,29.01785357
MESSAGE-GLOBIOM 1.0|SSP2-Baseline,MESSAGE-GLOBIOM 1.0|SSP2-34,72.57558502,42.17944786,30.39613716
MESSAGE-GLOBIOM 1.0|SSP2-Baseline,MESSAGE-GLOBIOM 1.0|SSP2-45,72.57558502,53.60471413,18.9708709
MESSAGE-GLOBIOM 1.0|SSP2-Baseline,MESSAGE-GLOBIOM 1.0|SSP2-60,72.57558502,66.61698228,5.958602737
MESSAGE-GLOBIOM 1.0|SSP3-60,MESSAGE-GLOBIOM 1.0|SSP3-34,74.22653675,30.89927592,43.32726083
MESSAGE-GLOBIOM 1.0|SSP3-60,MESSAGE-GLOBIOM 1.0|SSP3-45,74.22653675,48.19505694,26.03147981
MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDC2030i_1600,65.11741962,33.24514705,31.87227257
MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0|CD-LINKS_NDC2030i_1000,65.11741962,19.20384153,45.91357809
MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0|CD-LINKS_NPi2020_1000,65.11741962,21.19962087,43.91779875
MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0|CD-LINKS_NPi2020_1600,65.11741962,34.03102497,31.08639465
MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0|CD-LINKS_NPi2020_400,65.11741962,10.08059793,55.03682169
MESSAGEix-GLOBIOM 1.0|CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0|LowEnergyDemand_1.3_IPCC,65.11741962,7.113411727,58.00400789
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_600f_COV,54.28086583,14.35498539,39.92588044
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_600f_COV_NDCp,53.57964482,14.56459973,39.01504509
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_700f,57.12137305,16.04878811,41.07258493
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_700f_COV,54.28086583,16.47228133,37.8085845
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_700f_COV_NDCp,53.57964482,16.78992756,36.78971725
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_700f_NDCp,56.40831603,16.25616421,40.15215182
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_800f,57.12137305,18.02855338,39.09281966
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_800f_COV,54.28086583,18.49287207,35.78799376
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_800f_COV_NDCp,53.57964482,18.87432873,34.70531609
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_800f_NDCp,56.40831603,18.22101835,38.18729768
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_900f,57.12137305,20.09894689,37.02242616
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_900f_COV,54.28086583,20.47205793,33.8088079
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_900f_COV_NDCp,53.57964482,21.00847903,32.57116578
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_900f_NDCp,56.40831603,20.19568725,36.21262877
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_950_COV,54.28086583,14.51577159,39.76509424
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_950_COV_NDCp,53.57964482,15.31016544,38.26947938
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_950f_COV,54.28086583,21.89413565,32.38673018
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_950f_COV_NDCp,53.57964482,22.35909542,31.22054939
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000,57.12137305,14.87026647,42.25110658
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000_COV,54.28086583,16.54941214,37.73145368
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000_COV_NDCp,53.57964482,17.28915875,36.29048607
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000_NDCp,56.40831603,15.2091185,41.19919753
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000f,57.12137305,22.39253747,34.72883557
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000f_COV,54.28086583,23.00194425,31.27892158
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000f_COV_NDCp,53.57964482,23.53193376,30.04771106
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1000f_NDCp,56.40831603,22.65426225,33.75405378
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200,57.12137305,21.82412636,35.29724669
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200_COV,54.28086583,23.08495333,31.1959125
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200_COV_NDCp,53.57964482,23.68488847,29.89475634
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200_NDCp,56.40831603,22.03823021,34.37008582
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200f,57.12137305,27.64640634,29.4749667
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200f_COV,54.28086583,28.40699453,25.8738713
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200f_COV_NDCp,53.57964482,28.86235089,24.71729393
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1200f_NDCp,56.40831603,27.83565013,28.5726659
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400,57.12137305,28.7527874,28.36858565
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400_COV,54.28086583,29.60122642,24.67963941
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400_COV_NDCp,53.57964482,30.14668275,23.43296207
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400_NDCp,56.40831603,28.85914187,27.54917415
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400f,57.12137305,32.05463161,25.06674144
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400f_COV,54.28086583,32.40643525,21.87443057
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400f_COV_NDCp,53.57964482,32.76856672,20.81107809
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1400f_NDCp,56.40831603,32.19875418,24.20956185
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600,57.12137305,34.42237613,22.69899692
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600_COV,54.28086583,35.04787198,19.23299385
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600_COV_NDCp,53.57964482,35.25582264,18.32382218
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600_NDCp,56.40831603,34.62648288,21.78183315
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600f,57.12137305,36.83342341,20.28794964
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600f_COV,54.28086583,36.78323707,17.49762876
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600f_COV_NDCp,53.57964482,36.67374179,16.90590303
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1600f_NDCp,56.40831603,36.84693461,19.56138142
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800,57.12137305,39.48222169,17.63915136
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800_COV,54.28086583,38.55169532,15.7291705
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800_COV_NDCp,53.57964482,38.89186193,14.68778288
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800_NDCp,56.40831603,39.5168011,16.89151492
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800f,57.12137305,40.34404247,16.77733058
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800f_COV,54.28086583,39.07472614,15.20613969
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800f_COV_NDCp,53.57964482,39.37806248,14.20158234
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_1800f_NDCp,56.40831603,40.31309332,16.09522271
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000,57.12137305,42.58366014,14.5377129
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000_COV,54.28086583,41.45124651,12.82961932
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000_COV_NDCp,53.57964482,41.80931154,11.77033327
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000_NDCp,56.40831603,42.6515132,13.75680283
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000f,57.12137305,42.77493549,14.34643755
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000f_COV,54.28086583,41.65014295,12.63072287
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000f_COV_NDCp,53.57964482,41.9155627,11.66408212
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2000f_NDCp,56.40831603,42.78767808,13.62063795
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500,57.12137305,49.71711976,7.404253281
MESSAGEix-GLOBIOM_1.1|EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1|EN_INDCi2030_2500_COV,54.28086583,48.18667276,6.094193067
